,SSC,variable,value,sortOrder
81313,Holland Park,"$182,000-207,999",144,15
81314,Holland Park West,"$182,000-207,999",116,15
81315,Holloways Beach,"$182,000-207,999",16,15
81316,Homebush (Qld),"$182,000-207,999",5,15
81317,Hope Island,"$182,000-207,999",179,15
81318,Horseshoe Bay,"$182,000-207,999",3,15
81319,Hudson,"$182,000-207,999",6,15
81320,Idalia,"$182,000-207,999",72,15
81321,Indooroopilly,"$182,000-207,999",180,15
81322,Injinoo,"$182,000-207,999",3,15
81323,Inverlaw,"$182,000-207,999",5,15
81324,Inverness,"$182,000-207,999",4,15
81325,Ironbark (Qld),"$182,000-207,999",6,15
81326,Iveragh,"$182,000-207,999",3,15
81327,Jamboree Heights,"$182,000-207,999",35,15
81328,Jensen,"$182,000-207,999",13,15
81329,Jimboomba,"$182,000-207,999",106,15
81330,Jindalee (Qld),"$182,000-207,999",89,15
81331,Jollys Lookout,"$182,000-207,999",3,15
81332,Jondaryan,"$182,000-207,999",5,15
81333,Joyner,"$182,000-207,999",36,15
81334,Julia Creek,"$182,000-207,999",5,15
81335,Kairi,"$182,000-207,999",4,15
81336,Kalinga,"$182,000-207,999",52,15
81337,Kamerunga,"$182,000-207,999",14,15
81338,Kangaroo Point (Qld),"$182,000-207,999",122,15
81339,Kanimbla (Qld),"$182,000-207,999",40,15
81340,Karalee,"$182,000-207,999",73,15
81341,Karana Downs,"$182,000-207,999",52,15
81342,Kedron,"$182,000-207,999",137,15
81343,Kelsey Creek,"$182,000-207,999",5,15
81344,Kelvin Grove,"$182,000-207,999",99,15
81345,Kenmore,"$182,000-207,999",145,15
81346,Kenmore Hills,"$182,000-207,999",50,15
81347,Keppel Sands,"$182,000-207,999",4,15
81348,Kerry,"$182,000-207,999",3,15
81349,Kewarra Beach,"$182,000-207,999",59,15
81350,Kholo,"$182,000-207,999",5,15
81351,Kiamba,"$182,000-207,999",5,15
81352,Kianga (Qld),"$182,000-207,999",6,15
81353,Kiels Mountain,"$182,000-207,999",9,15
81354,Killaloe,"$182,000-207,999",6,15
81355,Kin Kora,"$182,000-207,999",31,15
81356,King Scrub,"$182,000-207,999",4,15
81357,Kinnoul,"$182,000-207,999",5,15
81358,Kirkwood,"$182,000-207,999",48,15
81359,Kleinton,"$182,000-207,999",16,15
81360,Koumala,"$182,000-207,999",7,15
81361,Kuraby,"$182,000-207,999",106,15
81362,Kureen,"$182,000-207,999",3,15
81363,Kurwongbah,"$182,000-207,999",16,15
81364,Laceys Creek,"$182,000-207,999",7,15
81365,Lake Barrine,"$182,000-207,999",4,15
81366,Lake Clarendon,"$182,000-207,999",3,15
81367,Lake Eacham,"$182,000-207,999",4,15
81368,Lake Mary,"$182,000-207,999",4,15
81369,Lakeland,"$182,000-207,999",3,15
81370,Lammermoor,"$182,000-207,999",32,15
81371,Landers Shoot,"$182,000-207,999",8,15
81372,Langshaw,"$182,000-207,999",6,15
81373,Lark Hill,"$182,000-207,999",3,15
81374,Leslie Dam,"$182,000-207,999",3,15
81375,Little Mulgrave,"$182,000-207,999",3,15
81376,Logan Village,"$182,000-207,999",46,15
81377,Lota,"$182,000-207,999",63,15
81378,Lower Mount Walker,"$182,000-207,999",4,15
81379,Lower Wonga,"$182,000-207,999",4,15
81380,Lucinda,"$182,000-207,999",6,15
81381,Luscombe,"$182,000-207,999",5,15
81382,Lutwyche,"$182,000-207,999",53,15
81383,Mackay Harbour,"$182,000-207,999",14,15
81384,Mackenzie (Brisbane - Qld),"$182,000-207,999",52,15
81385,Main Beach,"$182,000-207,999",48,15
81386,Mango Hill,"$182,000-207,999",82,15
81387,Manly (Qld),"$182,000-207,999",73,15
81388,Manly West,"$182,000-207,999",177,15
81389,Mansfield (Qld),"$182,000-207,999",98,15
81390,Marian,"$182,000-207,999",36,15
81391,Maroochy River,"$182,000-207,999",11,15
81392,Maudsland,"$182,000-207,999",68,15
81393,McDesme,"$182,000-207,999",5,15
81394,McDowall,"$182,000-207,999",123,15
81395,McIlwraith,"$182,000-207,999",4,15
81396,Meandarra,"$182,000-207,999",5,15
81397,Meikleville Hill,"$182,000-207,999",9,15
81398,Meldale,"$182,000-207,999",6,15
81399,Memerambi,"$182,000-207,999",4,15
81400,Menzies (Qld),"$182,000-207,999",15,15
81401,Mermaid Beach,"$182,000-207,999",62,15
81402,Merritts Creek,"$182,000-207,999",5,15
81403,Miami,"$182,000-207,999",49,15
81404,Mica Creek,"$182,000-207,999",6,15
81405,Middle Park (Qld),"$182,000-207,999",63,15
81406,Middle Ridge,"$182,000-207,999",115,15
81407,Middlemount,"$182,000-207,999",39,15
81408,Miles End,"$182,000-207,999",3,15
81409,Milton (Qld),"$182,000-207,999",27,15
81410,Minyama,"$182,000-207,999",34,15
81411,Mirriwinni,"$182,000-207,999",6,15
81412,Mitchelton,"$182,000-207,999",152,15
81413,Moffatdale,"$182,000-207,999",4,15
81414,Moggill,"$182,000-207,999",91,15
81415,Mons,"$182,000-207,999",17,15
81416,Moorland (Qld),"$182,000-207,999",5,15
81417,Moorooka,"$182,000-207,999",134,15
81418,Moranbah,"$182,000-207,999",179,15
81419,Morningside,"$182,000-207,999",204,15
81420,Mornington (Qld),"$182,000-207,999",33,15
81421,Mosman Park (Qld),"$182,000-207,999",4,15
81422,Mount Abundance,"$182,000-207,999",5,15
81423,Mount Alford,"$182,000-207,999",5,15
81424,Mount Coolum,"$182,000-207,999",37,15
81425,Mount Cotton,"$182,000-207,999",126,15
81426,Mount Crosby,"$182,000-207,999",41,15
81427,Mount Delaney,"$182,000-207,999",3,15
81428,Mount Garnet,"$182,000-207,999",3,15
81429,Mount Glorious,"$182,000-207,999",6,15
81430,Mount Gravatt,"$182,000-207,999",41,15
81431,Mount Gravatt East,"$182,000-207,999",172,15
81432,Mount Jukes,"$182,000-207,999",4,15
81433,Mount Kynoch,"$182,000-207,999",9,15
81434,Mount Larcom,"$182,000-207,999",4,15
81435,Mount Lofty,"$182,000-207,999",58,15
81436,Mount Louisa,"$182,000-207,999",106,15
81437,Mount Low,"$182,000-207,999",36,15
81438,Mount Martin,"$182,000-207,999",5,15
81439,Mount Molloy,"$182,000-207,999",3,15
81440,Mount Murchison,"$182,000-207,999",4,15
81441,Mount Nathan,"$182,000-207,999",20,15
81442,Mount Ommaney,"$182,000-207,999",39,15
81443,Mount Peter,"$182,000-207,999",4,15
81444,Mount Pleasant (Mackay - Qld),"$182,000-207,999",36,15
81445,Mount Pleasant (Moreton Bay - Qld),"$182,000-207,999",5,15
81446,Mount Sheridan (Qld),"$182,000-207,999",74,15
81447,Mount Tom,"$182,000-207,999",3,15
81448,Moura,"$182,000-207,999",22,15
81449,Mowbray (Qld),"$182,000-207,999",3,15
81450,Mudgeeraba,"$182,000-207,999",105,15
81451,Mulambin,"$182,000-207,999",10,15
81452,Mundingburra,"$182,000-207,999",35,15
81453,Mundoolun,"$182,000-207,999",23,15
81454,Mundubbera,"$182,000-207,999",8,15
81455,Munruben,"$182,000-207,999",26,15
81456,Murarrie,"$182,000-207,999",63,15
81457,Murrumba Downs,"$182,000-207,999",113,15
81458,Nankin,"$182,000-207,999",4,15
81459,Nanum,"$182,000-207,999",20,15
81460,Narangba,"$182,000-207,999",186,15
81461,Nathan,"$182,000-207,999",7,15
81462,Neranwood,"$182,000-207,999",4,15
81463,Nerimbera,"$182,000-207,999",5,15
81464,New Auckland,"$182,000-207,999",69,15
81465,New Beith,"$182,000-207,999",58,15
81466,New Farm,"$182,000-207,999",166,15
81467,New Harbourline,"$182,000-207,999",3,15
81468,Newmarket,"$182,000-207,999",69,15
81469,Newport (Qld),"$182,000-207,999",57,15
81470,Newstead (Qld),"$182,000-207,999",51,15
81471,Newtown (Ipswich - Qld),"$182,000-207,999",27,15
81472,Ninderry,"$182,000-207,999",11,15
81473,Nome,"$182,000-207,999",18,15
81474,Noosa North Shore,"$182,000-207,999",6,15
81475,Norman Gardens,"$182,000-207,999",85,15
81476,Norman Park,"$182,000-207,999",138,15
81477,Normanton,"$182,000-207,999",9,15
81478,North Lakes,"$182,000-207,999",264,15
81479,North Ward,"$182,000-207,999",53,15
81480,Northgate (Qld),"$182,000-207,999",48,15
81481,Norwell,"$182,000-207,999",4,15
81482,Norwin,"$182,000-207,999",3,15
81483,Nudgee,"$182,000-207,999",61,15
81484,Nudgee Beach,"$182,000-207,999",11,15
81485,Nundah,"$182,000-207,999",141,15
81486,O'Connell (Qld),"$182,000-207,999",8,15
81487,Oakenden,"$182,000-207,999",4,15
81488,Oakhurst (Qld),"$182,000-207,999",13,15
81489,Oakwood (Qld),"$182,000-207,999",5,15
81490,Ocean View,"$182,000-207,999",13,15
81491,Ooralea,"$182,000-207,999",42,15
81492,Ormeau,"$182,000-207,999",129,15
81493,Ormeau Hills,"$182,000-207,999",35,15
81494,Ormiston,"$182,000-207,999",88,15
81495,Osborne (Qld),"$182,000-207,999",3,15
81496,Owanyilla,"$182,000-207,999",5,15
81497,Oxley (Qld),"$182,000-207,999",111,15
81498,Pacific Haven,"$182,000-207,999",5,15
81499,Pacific Heights,"$182,000-207,999",18,15
81500,Pacific Pines,"$182,000-207,999",152,15
81501,Packers Camp,"$182,000-207,999",3,15
81502,Paddington (Qld),"$182,000-207,999",141,15
81503,Paddys Green,"$182,000-207,999",4,15
81504,Pallara,"$182,000-207,999",4,15
81505,Pallarenda,"$182,000-207,999",11,15
81506,Palm Cove,"$182,000-207,999",23,15
81507,Palmview,"$182,000-207,999",14,15
81508,Palmyra (Qld),"$182,000-207,999",3,15
81509,Parkhurst,"$182,000-207,999",25,15
81510,Parkinson,"$182,000-207,999",149,15
81511,Parkside (Qld),"$182,000-207,999",33,15
81512,Patrick,"$182,000-207,999",6,15
81513,Peachester,"$182,000-207,999",19,15
81514,Peak Crossing,"$182,000-207,999",10,15
81515,Peeramon,"$182,000-207,999",8,15
81516,Pelican Waters,"$182,000-207,999",77,15
81517,Peregian Beach,"$182,000-207,999",24,15
81518,Peregian Springs,"$182,000-207,999",65,15
81519,Perwillowen,"$182,000-207,999",3,15
81520,Petrie,"$182,000-207,999",69,15
81521,Petrie Terrace,"$182,000-207,999",16,15
81522,Pin Gin Hill,"$182,000-207,999",4,15
81523,Pine Mountain (Qld),"$182,000-207,999",32,15
81524,Pinjarra Hills,"$182,000-207,999",6,15
81525,Pioneer (Qld),"$182,000-207,999",22,15
81526,Preston (Toowoomba - Qld),"$182,000-207,999",13,15
81527,Priestdale,"$182,000-207,999",4,15
81528,Prince Henry Heights,"$182,000-207,999",12,15
81529,Prospect (Qld),"$182,000-207,999",4,15
81530,Pullenvale,"$182,000-207,999",74,15
81531,Railway Estate,"$182,000-207,999",22,15
81532,Ramsay (Qld),"$182,000-207,999",6,15
81533,Rangeville,"$182,000-207,999",84,15
81534,Rangewood,"$182,000-207,999",16,15
81535,Ransome,"$182,000-207,999",7,15
81536,Ravensbourne,"$182,000-207,999",3,15
81537,Ravenswood (Qld),"$182,000-207,999",6,15
81538,Red Hill (Brisbane - Qld),"$182,000-207,999",103,15
81539,Redland Bay,"$182,000-207,999",157,15
81540,Redlynch,"$182,000-207,999",117,15
81541,Reedy Creek (Qld),"$182,000-207,999",91,15
81542,Reesville,"$182,000-207,999",5,15
81543,Reid River,"$182,000-207,999",4,15
81544,Richmond (Mackay - Qld),"$182,000-207,999",9,15
81545,Richmond (Richmond - Qld),"$182,000-207,999",7,15
81546,Ridgelands,"$182,000-207,999",3,15
81547,Riordanvale,"$182,000-207,999",3,15
81548,Ripley,"$182,000-207,999",12,15
81549,River Ranch,"$182,000-207,999",6,15
81550,Riverhills,"$182,000-207,999",45,15
81551,Roadvale,"$182,000-207,999",3,15
81552,Robina,"$182,000-207,999",208,15
81553,Rochedale,"$182,000-207,999",55,15
81554,Rochedale South,"$182,000-207,999",158,15
81555,Rocklea (Qld),"$182,000-207,999",14,15
81556,Rocksberg,"$182,000-207,999",8,15
81557,Rocky Point (Weipa - Qld),"$182,000-207,999",38,15
81558,Rockyview,"$182,000-207,999",34,15
81559,Rodds Bay,"$182,000-207,999",3,15
81560,Rollingstone,"$182,000-207,999",4,15
81561,Roma,"$182,000-207,999",52,15
81562,Rosslyn,"$182,000-207,999",8,15
81563,Running Creek (Qld),"$182,000-207,999",5,15
81564,Rural View,"$182,000-207,999",57,15
81565,Rush Creek,"$182,000-207,999",3,15
81566,Salisbury (Qld),"$182,000-207,999",80,15
81567,Samford Valley,"$182,000-207,999",59,15
81568,Samsonvale,"$182,000-207,999",15,15
81569,Sandgate (Qld),"$182,000-207,999",66,15
81570,Sarina Beach,"$182,000-207,999",8,15
81571,Seven Hills (Qld),"$182,000-207,999",53,15
81572,Seventeen Mile Rocks,"$182,000-207,999",52,15
81573,Severnlea,"$182,000-207,999",3,15
81574,Shailer Park,"$182,000-207,999",151,15
81575,Shannonvale,"$182,000-207,999",3,15
81576,Sheldon,"$182,000-207,999",27,15
81577,Shelly Beach (Sunshine Coast - Qld),"$182,000-207,999",15,15
81578,Sherwood (Qld),"$182,000-207,999",97,15
81579,Shoal Point,"$182,000-207,999",16,15
81580,Shorncliffe,"$182,000-207,999",36,15
81581,Sinnamon Park,"$182,000-207,999",118,15
81582,Smithfield (Qld),"$182,000-207,999",49,15
81583,Soldiers Hill (Qld),"$182,000-207,999",41,15
81584,South Brisbane,"$182,000-207,999",96,15
81585,South Gladstone,"$182,000-207,999",41,15
81586,South Maclean,"$182,000-207,999",11,15
81587,South Ripley,"$182,000-207,999",6,15
81588,South Townsville,"$182,000-207,999",25,15
81589,Speewah,"$182,000-207,999",8,15
81590,Spring Creek (Toowoomba - Qld),"$182,000-207,999",3,15
81591,Spring Hill (Qld),"$182,000-207,999",66,15
81592,Springfield (Ipswich - Qld),"$182,000-207,999",69,15
81593,Springfield Lakes,"$182,000-207,999",153,15
81594,Springlands,"$182,000-207,999",4,15
81595,Springsure,"$182,000-207,999",14,15
81596,Springwood (Qld),"$182,000-207,999",92,15
81597,St Lawrence,"$182,000-207,999",3,15
81598,St Lucia,"$182,000-207,999",103,15
81599,Stafford,"$182,000-207,999",75,15
81600,Stafford Heights,"$182,000-207,999",102,15
81601,Stoters Hill,"$182,000-207,999",3,15
81602,Stratford (Qld),"$182,000-207,999",18,15
81603,Strathdickie,"$182,000-207,999",14,15
81604,Stretton,"$182,000-207,999",57,15
81605,Sun Valley (Qld),"$182,000-207,999",23,15
81606,Sundown (Cassowary Coast - Qld),"$182,000-207,999",3,15
81607,Sunnyside (Qld),"$182,000-207,999",6,15
81608,Sunset,"$182,000-207,999",34,15
81609,Sunshine Acres,"$182,000-207,999",7,15
81610,Sunshine Beach,"$182,000-207,999",28,15
81611,Taabinga,"$182,000-207,999",9,15
81612,Taigum,"$182,000-207,999",56,15
81613,Tallai,"$182,000-207,999",51,15
81614,Tallebudgera,"$182,000-207,999",42,15
81615,Tallebudgera Valley,"$182,000-207,999",21,15
81616,Tallegalla,"$182,000-207,999",4,15
81617,Tamborine,"$182,000-207,999",47,15
81618,Tanawha,"$182,000-207,999",21,15
81619,Tanby,"$182,000-207,999",10,15
81620,Tandur,"$182,000-207,999",4,15
81621,Tannum Sands,"$182,000-207,999",90,15
81622,Taranganba,"$182,000-207,999",27,15
81623,Taringa,"$182,000-207,999",111,15
81624,Taroom,"$182,000-207,999",9,15
81625,Taroomball,"$182,000-207,999",11,15
81626,Tarragindi,"$182,000-207,999",212,15
81627,Tarzali,"$182,000-207,999",3,15
81628,Telina,"$182,000-207,999",30,15
81629,Teneriffe,"$182,000-207,999",131,15
81630,Tennyson (Qld),"$182,000-207,999",31,15
81631,Teviotville,"$182,000-207,999",3,15
81632,Thagoona,"$182,000-207,999",11,15
81633,Thangool,"$182,000-207,999",10,15
81634,The Gap (Brisbane - Qld),"$182,000-207,999",324,15
81635,The Gap (Mount Isa - Qld),"$182,000-207,999",8,15
81636,The Leap,"$182,000-207,999",9,15
81637,The Range (Qld),"$182,000-207,999",69,15
81638,Thorneside,"$182,000-207,999",41,15
81639,Thornlands,"$182,000-207,999",234,15
81640,Thuringowa Central,"$182,000-207,999",16,15
81641,Thursday Island,"$182,000-207,999",26,15
81642,Tieri,"$182,000-207,999",41,15
81643,Tingalpa,"$182,000-207,999",100,15
81644,Tirroan,"$182,000-207,999",3,15
81645,Toll,"$182,000-207,999",13,15
81646,Toowong,"$182,000-207,999",120,15
81647,Top Camp,"$182,000-207,999",15,15
81648,Townsville City,"$182,000-207,999",29,15
81649,Trebonne,"$182,000-207,999",5,15
81650,Trinity Beach,"$182,000-207,999",52,15
81651,Trinity Park,"$182,000-207,999",33,15
81652,Trunding,"$182,000-207,999",18,15
81653,Twin Waters,"$182,000-207,999",31,15
81654,Underwood (Qld),"$182,000-207,999",68,15
81655,Upper Brookfield,"$182,000-207,999",19,15
81656,Upper Kedron,"$182,000-207,999",82,15
81657,Upper Mount Gravatt,"$182,000-207,999",83,15
81658,Upper Tenthill,"$182,000-207,999",5,15
81659,Valdora,"$182,000-207,999",4,15
81660,Veresdale,"$182,000-207,999",13,15
81661,Victoria Plains,"$182,000-207,999",4,15
81662,Victoria Plantation,"$182,000-207,999",4,15
81663,Victoria Point (Qld),"$182,000-207,999",133,15
81664,Virginia (Qld),"$182,000-207,999",31,15
81665,Wakerley,"$182,000-207,999",197,15
81666,Walkamin,"$182,000-207,999",4,15
81667,Walkerston,"$182,000-207,999",36,15
81668,Walligan,"$182,000-207,999",8,15
81669,Walloon,"$182,000-207,999",12,15
81670,Wallumbilla,"$182,000-207,999",6,15
81671,Wamuran,"$182,000-207,999",29,15
81672,Wandoan,"$182,000-207,999",5,15
81673,Wangan,"$182,000-207,999",4,15
81674,Ward,"$182,000-207,999",4,15
81675,Warner,"$182,000-207,999",148,15
81676,Washpool (Qld),"$182,000-207,999",3,15
81677,Wattle Camp,"$182,000-207,999",4,15
81678,Wavell Heights,"$182,000-207,999",190,15
81679,Welcome Creek,"$182,000-207,999",5,15
81680,Wellcamp,"$182,000-207,999",7,15
81681,Wellington Point,"$182,000-207,999",205,15
81682,West End (Brisbane - Qld),"$182,000-207,999",161,15
81683,West Mackay,"$182,000-207,999",51,15
81684,West Stowe,"$182,000-207,999",4,15
81685,Westbrook (Qld),"$182,000-207,999",31,15
81686,Westlake,"$182,000-207,999",85,15
81687,Weyba Downs,"$182,000-207,999",3,15
81688,Whiteside,"$182,000-207,999",10,15
81689,Whitfield (Qld),"$182,000-207,999",41,15
81690,Wights Mountain,"$182,000-207,999",13,15
81691,Willawong,"$182,000-207,999",4,15
81692,Wilston,"$182,000-207,999",65,15
81693,Windaroo,"$182,000-207,999",40,15
81694,Windermere (Qld),"$182,000-207,999",3,15
81695,Windsor (Qld),"$182,000-207,999",98,15
81696,Winston,"$182,000-207,999",20,15
81697,Winton (Qld),"$182,000-207,999",6,15
81698,Wishart (Qld),"$182,000-207,999",138,15
81699,Withcott,"$182,000-207,999",19,15
81700,Wolffdene,"$182,000-207,999",4,15
81701,Wongawallan,"$182,000-207,999",14,15
81702,Woolloongabba,"$182,000-207,999",49,15
81703,Woolmar,"$182,000-207,999",6,15
81704,Wooloowin,"$182,000-207,999",64,15
81705,Woongoolba,"$182,000-207,999",4,15
81706,Worongary,"$182,000-207,999",61,15
81707,Wurdong Heights,"$182,000-207,999",7,15
81708,Wynnum,"$182,000-207,999",157,15
81709,Wynnum West,"$182,000-207,999",112,15
81710,Yalboroo,"$182,000-207,999",3,15
81711,Yaroomba,"$182,000-207,999",22,15
81712,Yatala,"$182,000-207,999",31,15
81713,Yeerongpilly,"$182,000-207,999",25,15
81714,Yengarie,"$182,000-207,999",4,15
81715,Yeronga,"$182,000-207,999",94,15
81716,Yugar,"$182,000-207,999",7,15
81717,Aberfoyle Park,"$182,000-207,999",82,15
81718,Adelaide,"$182,000-207,999",105,15
81719,Aldgate,"$182,000-207,999",58,15
81720,Allenby Gardens,"$182,000-207,999",24,15
81721,Allendale East,"$182,000-207,999",3,15
81722,Altona (SA),"$182,000-207,999",3,15
81723,Angle Vale,"$182,000-207,999",28,15
81724,Armagh,"$182,000-207,999",4,15
81725,Ashford (SA),"$182,000-207,999",6,15
81726,Ashton,"$182,000-207,999",7,15
81727,Athelstone,"$182,000-207,999",105,15
81728,Auldana,"$182,000-207,999",15,15
81729,Bangor (SA),"$182,000-207,999",3,15
81730,Banksia Park,"$182,000-207,999",20,15
81731,Basket Range,"$182,000-207,999",5,15
81732,Beachport,"$182,000-207,999",5,15
81733,Beaumont (SA),"$182,000-207,999",60,15
81734,Beetaloo Valley,"$182,000-207,999",3,15
81735,Belair,"$182,000-207,999",77,15
81736,Bellevue Heights,"$182,000-207,999",35,15
81737,Bibaringa,"$182,000-207,999",4,15
81738,Birdwood (SA),"$182,000-207,999",18,15
81739,Birkenhead,"$182,000-207,999",17,15
81740,Black Forest,"$182,000-207,999",29,15
81741,Blackwood (SA),"$182,000-207,999",65,15
81742,Blakiston,"$182,000-207,999",9,15
81743,Blewitt Springs,"$182,000-207,999",4,15
81744,Bookpurnong,"$182,000-207,999",3,15
81745,Booleroo Centre,"$182,000-207,999",5,15
81746,Boston,"$182,000-207,999",10,15
81747,Bowden,"$182,000-207,999",10,15
81748,Bradbury (SA),"$182,000-207,999",4,15
81749,Bridgewater (SA),"$182,000-207,999",34,15
81750,Brighton (SA),"$182,000-207,999",35,15
81751,Broadview,"$182,000-207,999",41,15
81752,Buckland Park,"$182,000-207,999",5,15
81753,Burnside (SA),"$182,000-207,999",61,15
81754,Carey Gully,"$182,000-207,999",3,15
81755,Carrieton,"$182,000-207,999",3,15
81756,Chandlers Hill,"$182,000-207,999",13,15
81757,Chapel Hill (SA),"$182,000-207,999",5,15
81758,Charleston,"$182,000-207,999",5,15
81759,Cherry Gardens,"$182,000-207,999",10,15
81760,Cherryville,"$182,000-207,999",3,15
81761,Clapham,"$182,000-207,999",21,15
81762,Clarence Gardens,"$182,000-207,999",40,15
81763,Clarence Park,"$182,000-207,999",38,15
81764,Clarendon (SA),"$182,000-207,999",9,15
81765,Cockatoo Valley,"$182,000-207,999",15,15
81766,College Park,"$182,000-207,999",16,15
81767,Collinswood,"$182,000-207,999",24,15
81768,Colonel Light Gardens,"$182,000-207,999",62,15
81769,Commissariat Point,"$182,000-207,999",6,15
81770,Compton,"$182,000-207,999",9,15
81771,Coober Pedy,"$182,000-207,999",9,15
81772,Coonawarra (SA),"$182,000-207,999",4,15
81773,Coromandel East,"$182,000-207,999",7,15
81774,Coromandel Valley,"$182,000-207,999",49,15
81775,Crafers,"$182,000-207,999",40,15
81776,Crafers West,"$182,000-207,999",20,15
81777,Craigburn Farm,"$182,000-207,999",41,15
81778,Cromer (SA),"$182,000-207,999",7,15
81779,Croydon (SA),"$182,000-207,999",19,15
81780,Cudlee Creek,"$182,000-207,999",10,15
81781,Cumberland Park,"$182,000-207,999",41,15
81782,Currency Creek,"$182,000-207,999",5,15
81783,Darlington (SA),"$182,000-207,999",12,15
81784,Daw Park,"$182,000-207,999",29,15
81785,Dawesley,"$182,000-207,999",6,15
81786,Dernancourt,"$182,000-207,999",36,15
81787,Dulwich,"$182,000-207,999",34,15
81788,Eastwood (SA),"$182,000-207,999",19,15
81789,Echunga,"$182,000-207,999",8,15
81790,Eden Hills,"$182,000-207,999",33,15
81791,Emu Flat (SA),"$182,000-207,999",5,15
81792,Erindale,"$182,000-207,999",22,15
81793,Evandale (SA),"$182,000-207,999",17,15
81794,Evanston South,"$182,000-207,999",3,15
81795,Exeter (SA),"$182,000-207,999",11,15
81796,Fairview Park,"$182,000-207,999",31,15
81797,Felixstow,"$182,000-207,999",18,15
81798,Fitzroy (SA),"$182,000-207,999",14,15
81799,Flagstaff Hill,"$182,000-207,999",135,15
81800,Flinders Park,"$182,000-207,999",49,15
81801,Forestville (SA),"$182,000-207,999",25,15
81802,Forreston,"$182,000-207,999",3,15
81803,Frewville,"$182,000-207,999",9,15
81804,Fulham (SA),"$182,000-207,999",30,15
81805,Fulham Gardens,"$182,000-207,999",59,15
81806,Fullarton,"$182,000-207,999",52,15
81807,Gawler Belt,"$182,000-207,999",9,15
81808,Gilberton (SA),"$182,000-207,999",25,15
81809,Gillentown,"$182,000-207,999",3,15
81810,Glandore,"$182,000-207,999",33,15
81811,Glanville,"$182,000-207,999",6,15
81812,Glen Osmond,"$182,000-207,999",22,15
81813,Glenalta,"$182,000-207,999",24,15
81814,Glenelg East,"$182,000-207,999",50,15
81815,Glenelg North,"$182,000-207,999",80,15
81816,Glenelg South,"$182,000-207,999",28,15
81817,Glengowrie,"$182,000-207,999",58,15
81818,Glenunga,"$182,000-207,999",35,15
81819,Golden Grove,"$182,000-207,999",138,15
81820,Goodwood (SA),"$182,000-207,999",44,15
81821,Gould Creek,"$182,000-207,999",5,15
81822,Grange (SA),"$182,000-207,999",66,15
81823,Greenhill (SA),"$182,000-207,999",3,15
81824,Greenock,"$182,000-207,999",10,15
81825,Greenwith,"$182,000-207,999",92,15
81826,Gulfview Heights,"$182,000-207,999",40,15
81827,Hahndorf,"$182,000-207,999",25,15
81828,Hallett Cove,"$182,000-207,999",116,15
81829,Hampstead Gardens,"$182,000-207,999",12,15
81830,Harrogate,"$182,000-207,999",5,15
81831,Haslam,"$182,000-207,999",4,15
81832,Hawthorn (SA),"$182,000-207,999",47,15
81833,Hawthorndene,"$182,000-207,999",43,15
81834,Hazelwood Park,"$182,000-207,999",23,15
81835,Heathfield,"$182,000-207,999",16,15
81836,Heathpool,"$182,000-207,999",9,15
81837,Henley Beach,"$182,000-207,999",96,15
81838,Henley Beach South,"$182,000-207,999",35,15
81839,Hewett,"$182,000-207,999",44,15
81840,Highbury (SA),"$182,000-207,999",93,15
81841,Highgate (SA),"$182,000-207,999",32,15
81842,Hove,"$182,000-207,999",34,15
81843,Humbug Scrub,"$182,000-207,999",10,15
81844,Hyde Park (SA),"$182,000-207,999",29,15
81845,Ironbank,"$182,000-207,999",13,15
81846,Kalbeeba,"$182,000-207,999",9,15
81847,Kangarilla,"$182,000-207,999",13,15
81848,Kensington (SA),"$182,000-207,999",18,15
81849,Kensington Gardens,"$182,000-207,999",28,15
81850,Kensington Park,"$182,000-207,999",34,15
81851,Kent Town,"$182,000-207,999",14,15
81852,Kersbrook,"$182,000-207,999",11,15
81853,Keswick,"$182,000-207,999",4,15
81854,Kings Park (SA),"$182,000-207,999",11,15
81855,Kingston Park,"$182,000-207,999",5,15
81856,Kingswood (SA),"$182,000-207,999",31,15
81857,Kongorong,"$182,000-207,999",6,15
81858,Kuitpo,"$182,000-207,999",4,15
81859,Langhorne Creek,"$182,000-207,999",5,15
81860,Largs Bay,"$182,000-207,999",38,15
81861,Leabrook,"$182,000-207,999",21,15
81862,Leawood Gardens,"$182,000-207,999",3,15
81863,Leigh Creek (SA),"$182,000-207,999",4,15
81864,Lenswood,"$182,000-207,999",7,15
81865,Lipson,"$182,000-207,999",6,15
81866,Littlehampton,"$182,000-207,999",31,15
81867,Lockleys,"$182,000-207,999",77,15
81868,Longwood (SA),"$182,000-207,999",4,15
81869,Loveday,"$182,000-207,999",5,15
81870,Lower Inman Valley,"$182,000-207,999",6,15
81871,Lower Mitcham,"$182,000-207,999",33,15
81872,Magill,"$182,000-207,999",89,15
81873,Malvern (SA),"$182,000-207,999",47,15
81874,Manningham,"$182,000-207,999",21,15
81875,Marcollat,"$182,000-207,999",4,15
81876,Marden,"$182,000-207,999",19,15
81877,Marino,"$182,000-207,999",26,15
81878,Marryatville,"$182,000-207,999",8,15
81879,Mawson Lakes,"$182,000-207,999",130,15
81880,Maylands (SA),"$182,000-207,999",18,15
81881,McLaren Flat,"$182,000-207,999",21,15
81882,Medindie,"$182,000-207,999",22,15
81883,Medindie Gardens,"$182,000-207,999",7,15
81884,Melrose Park (SA),"$182,000-207,999",16,15
