,SSC,variable,value,sortOrder
20192,McMahons Creek,"$41,600-51,999",4,7
20193,McMillans,"$41,600-51,999",4,7
20194,Mead,"$41,600-51,999",4,7
20195,Meadow Creek,"$41,600-51,999",4,7
20196,Meadow Heights,"$41,600-51,999",337,7
20197,Meeniyan,"$41,600-51,999",18,7
20198,Melbourne,"$41,600-51,999",411,7
20199,Melton (Vic.),"$41,600-51,999",194,7
20200,Melton South,"$41,600-51,999",243,7
20201,Melton West,"$41,600-51,999",291,7
20202,Mentone,"$41,600-51,999",159,7
20203,Menzies Creek,"$41,600-51,999",20,7
20204,Mepunga,"$41,600-51,999",3,7
20205,Merbein,"$41,600-51,999",61,7
20206,Merbein South,"$41,600-51,999",8,7
20207,Merbein West,"$41,600-51,999",4,7
20208,Meredith,"$41,600-51,999",11,7
20209,Merino,"$41,600-51,999",5,7
20210,Mernda,"$41,600-51,999",249,7
20211,Merriang,"$41,600-51,999",4,7
20212,Merrigum,"$41,600-51,999",19,7
20213,Merton,"$41,600-51,999",5,7
20214,Metcalfe,"$41,600-51,999",9,7
20215,Metung,"$41,600-51,999",43,7
20216,Mickleham,"$41,600-51,999",41,7
20217,Miepoll,"$41,600-51,999",7,7
20218,Milawa,"$41,600-51,999",16,7
20219,Mildura,"$41,600-51,999",690,7
20220,Mill Park,"$41,600-51,999",561,7
20221,Millgrove,"$41,600-51,999",44,7
20222,Miners Rest,"$41,600-51,999",38,7
20223,Minimay,"$41,600-51,999",5,7
20224,Mininera,"$41,600-51,999",5,7
20225,Minyip,"$41,600-51,999",12,7
20226,Mirboo,"$41,600-51,999",10,7
20227,Mirboo North,"$41,600-51,999",58,7
20228,Mitcham (Vic.),"$41,600-51,999",240,7
20229,Mitchell Park (Vic.),"$41,600-51,999",13,7
20230,Modella,"$41,600-51,999",3,7
20231,Modewarre,"$41,600-51,999",5,7
20232,Moe,"$41,600-51,999",189,7
20233,Moggs Creek,"$41,600-51,999",3,7
20234,Moliagul,"$41,600-51,999",8,7
20235,Mologa,"$41,600-51,999",3,7
20236,Monbulk,"$41,600-51,999",84,7
20237,Montmorency,"$41,600-51,999",120,7
20238,Montrose (Vic.),"$41,600-51,999",110,7
20239,Moolap,"$41,600-51,999",23,7
20240,Moolort,"$41,600-51,999",5,7
20241,Moonambel,"$41,600-51,999",9,7
20242,Moorabbin,"$41,600-51,999",84,7
20243,Mooralla,"$41,600-51,999",4,7
20244,Moorooduc,"$41,600-51,999",13,7
20245,Mooroolbark,"$41,600-51,999",402,7
20246,Mooroopna,"$41,600-51,999",158,7
20247,Mooroopna North West,"$41,600-51,999",5,7
20248,Moranding,"$41,600-51,999",3,7
20249,Mordialloc,"$41,600-51,999",103,7
20250,Moriac,"$41,600-51,999",12,7
20251,Mornington (Vic.),"$41,600-51,999",475,7
20252,Morrisons,"$41,600-51,999",6,7
20253,Mortlake (Vic.),"$41,600-51,999",31,7
20254,Morwell,"$41,600-51,999",309,7
20255,Mossiface,"$41,600-51,999",3,7
20256,Mount Beauty,"$41,600-51,999",19,7
20257,Mount Bruno,"$41,600-51,999",3,7
20258,Mount Burnett,"$41,600-51,999",3,7
20259,Mount Clear,"$41,600-51,999",57,7
20260,Mount Cottrell,"$41,600-51,999",11,7
20261,Mount Dandenong,"$41,600-51,999",20,7
20262,Mount Duneed,"$41,600-51,999",13,7
20263,Mount Egerton,"$41,600-51,999",11,7
20264,Mount Evelyn,"$41,600-51,999",158,7
20265,Mount Franklin,"$41,600-51,999",5,7
20266,Mount Helen,"$41,600-51,999",32,7
20267,Mount Lonarch,"$41,600-51,999",4,7
20268,Mount Macedon,"$41,600-51,999",21,7
20269,Mount Martha,"$41,600-51,999",278,7
20270,Mount Moriac,"$41,600-51,999",4,7
20271,Mount Pleasant (Vic.),"$41,600-51,999",44,7
20272,Mount Rowan,"$41,600-51,999",7,7
20273,Mount Taylor,"$41,600-51,999",3,7
20274,Mount Waverley,"$41,600-51,999",460,7
20275,Moyhu,"$41,600-51,999",11,7
20276,Moyston,"$41,600-51,999",11,7
20277,Muckatah,"$41,600-51,999",3,7
20278,Muckleford,"$41,600-51,999",6,7
20279,Mulgrave (Vic.),"$41,600-51,999",295,7
20280,Mumbannar,"$41,600-51,999",3,7
20281,Murchison (Vic.),"$41,600-51,999",26,7
20282,Murchison East,"$41,600-51,999",3,7
20283,Murrabit,"$41,600-51,999",8,7
20284,Murrawee,"$41,600-51,999",7,7
20285,Murrayville,"$41,600-51,999",9,7
20286,Murrindindi,"$41,600-51,999",4,7
20287,Murrumbeena,"$41,600-51,999",131,7
20288,Murtoa,"$41,600-51,999",30,7
20289,Musk,"$41,600-51,999",5,7
20290,Musk Vale,"$41,600-51,999",4,7
20291,Myall (Gannawarra - Vic.),"$41,600-51,999",3,7
20292,Myers Flat,"$41,600-51,999",16,7
20293,Myola (Vic.),"$41,600-51,999",6,7
20294,Myrniong,"$41,600-51,999",5,7
20295,Myrtleford,"$41,600-51,999",71,7
20296,Mysia,"$41,600-51,999",3,7
20297,Mystic Park,"$41,600-51,999",4,7
20298,Nagambie,"$41,600-51,999",34,7
20299,Nambrok,"$41,600-51,999",8,7
20300,Nangiloc,"$41,600-51,999",3,7
20301,Nanneella,"$41,600-51,999",8,7
20302,Napoleons,"$41,600-51,999",8,7
20303,Nar Nar Goon,"$41,600-51,999",16,7
20304,Nar Nar Goon North,"$41,600-51,999",6,7
20305,Narbethong (Vic.),"$41,600-51,999",3,7
20306,Nariel Valley,"$41,600-51,999",4,7
20307,Naring,"$41,600-51,999",6,7
20308,Naringal,"$41,600-51,999",6,7
20309,Naringal East,"$41,600-51,999",3,7
20310,Narracan,"$41,600-51,999",4,7
20311,Narrawong,"$41,600-51,999",7,7
20312,Narre Warren,"$41,600-51,999",474,7
20313,Narre Warren North,"$41,600-51,999",90,7
20314,Narre Warren South,"$41,600-51,999",448,7
20315,Nathalia,"$41,600-51,999",44,7
20316,Natimuk,"$41,600-51,999",6,7
20317,Navarre,"$41,600-51,999",3,7
20318,Navigators,"$41,600-51,999",4,7
20319,Neerim,"$41,600-51,999",4,7
20320,Neerim East,"$41,600-51,999",4,7
20321,Neerim Junction,"$41,600-51,999",3,7
20322,Neerim South,"$41,600-51,999",32,7
20323,Neilborough,"$41,600-51,999",4,7
20324,Nelson (Vic.),"$41,600-51,999",11,7
20325,Nerrena,"$41,600-51,999",4,7
20326,Nerrina,"$41,600-51,999",12,7
20327,Netherby (Vic.),"$41,600-51,999",6,7
20328,New Gisborne,"$41,600-51,999",31,7
20329,Newborough,"$41,600-51,999",153,7
20330,Newbridge (Vic.),"$41,600-51,999",7,7
20331,Newcomb,"$41,600-51,999",119,7
20332,Newham,"$41,600-51,999",5,7
20333,Newhaven,"$41,600-51,999",11,7
20334,Newington (Vic.),"$41,600-51,999",29,7
20335,Newlands Arm,"$41,600-51,999",13,7
20336,Newlyn,"$41,600-51,999",7,7
20337,Newlyn North,"$41,600-51,999",4,7
20338,Newmerella,"$41,600-51,999",7,7
20339,Newry,"$41,600-51,999",12,7
20340,Newstead (Vic.),"$41,600-51,999",21,7
20341,Newtown (Golden Plains - Vic.),"$41,600-51,999",8,7
20342,Nhill,"$41,600-51,999",50,7
20343,Nichols Point,"$41,600-51,999",31,7
20344,Nicholson (Vic.),"$41,600-51,999",28,7
20345,Niddrie,"$41,600-51,999",59,7
20346,Nilma,"$41,600-51,999",14,7
20347,Nilma North,"$41,600-51,999",4,7
20348,Nintingbool,"$41,600-51,999",5,7
20349,Nirranda,"$41,600-51,999",4,7
20350,Noble Park,"$41,600-51,999",705,7
20351,Noble Park North,"$41,600-51,999",165,7
20352,Noojee,"$41,600-51,999",4,7
20353,Noorat,"$41,600-51,999",3,7
20354,Norlane,"$41,600-51,999",228,7
20355,Norong,"$41,600-51,999",3,7
20356,North Bendigo,"$41,600-51,999",82,7
20357,North Geelong,"$41,600-51,999",54,7
20358,North Melbourne,"$41,600-51,999",123,7
20359,North Wangaratta,"$41,600-51,999",4,7
20360,North Wonthaggi,"$41,600-51,999",78,7
20361,Northwood (Vic.),"$41,600-51,999",8,7
20362,Notting Hill,"$41,600-51,999",52,7
20363,Nowa Nowa,"$41,600-51,999",5,7
20364,Nullawarre,"$41,600-51,999",3,7
20365,Numurkah,"$41,600-51,999",110,7
20366,Nunawading,"$41,600-51,999",185,7
20367,Nungurner,"$41,600-51,999",7,7
20368,Nurcoung,"$41,600-51,999",3,7
20369,Nurrabiel,"$41,600-51,999",3,7
20370,Nyah,"$41,600-51,999",8,7
20371,Nyah West,"$41,600-51,999",9,7
20372,Nyora (Vic.),"$41,600-51,999",30,7
20373,Oak Park,"$41,600-51,999",87,7
20374,Oaklands Junction,"$41,600-51,999",3,7
20375,Oakleigh,"$41,600-51,999",99,7
20376,Oakleigh East,"$41,600-51,999",109,7
20377,Oakleigh South,"$41,600-51,999",151,7
20378,Ocean Grove,"$41,600-51,999",233,7
20379,Officer,"$41,600-51,999",91,7
20380,Olinda (Vic.),"$41,600-51,999",24,7
20381,Omeo,"$41,600-51,999",8,7
20382,Orbost,"$41,600-51,999",54,7
20383,Ormond,"$41,600-51,999",102,7
20384,Orrvale,"$41,600-51,999",3,7
20385,Ouyen,"$41,600-51,999",27,7
20386,Ovens,"$41,600-51,999",4,7
20387,Oxley (Vic.),"$41,600-51,999",6,7
20388,Pakenham,"$41,600-51,999",855,7
20389,Pakenham Upper,"$41,600-51,999",18,7
20390,Panitya (Vic.),"$41,600-51,999",3,7
20391,Panmure,"$41,600-51,999",10,7
20392,Panton Hill,"$41,600-51,999",10,7
20393,Paradise (Vic.),"$41,600-51,999",5,7
20394,Paradise Beach,"$41,600-51,999",3,7
20395,Parkdale,"$41,600-51,999",145,7
20396,Parkville (Vic.),"$41,600-51,999",50,7
20397,Pascoe Vale,"$41,600-51,999",256,7
20398,Pascoe Vale South,"$41,600-51,999",121,7
20399,Patchewollock,"$41,600-51,999",4,7
20400,Patterson Lakes,"$41,600-51,999",92,7
20401,Patyah,"$41,600-51,999",3,7
20402,Paynesville (Vic.),"$41,600-51,999",88,7
20403,Pearcedale,"$41,600-51,999",60,7
20404,Penshurst (Vic.),"$41,600-51,999",13,7
20405,Perry Bridge,"$41,600-51,999",3,7
20406,Peterborough (Vic.),"$41,600-51,999",14,7
20407,Piangil,"$41,600-51,999",6,7
20408,Picola,"$41,600-51,999",9,7
20409,Pimpinio,"$41,600-51,999",5,7
20410,Pine Lodge (Vic.),"$41,600-51,999",3,7
20411,Pioneer Bay,"$41,600-51,999",10,7
20412,Pipers Creek,"$41,600-51,999",6,7
20413,Pirron Yallock,"$41,600-51,999",4,7
20414,Plumpton (Vic.),"$41,600-51,999",46,7
20415,Point Cook,"$41,600-51,999",620,7
20416,Point Lonsdale,"$41,600-51,999",50,7
20417,Pomonal,"$41,600-51,999",8,7
20418,Poowong,"$41,600-51,999",15,7
20419,Poowong East,"$41,600-51,999",3,7
20420,Poowong North,"$41,600-51,999",9,7
20421,Porcupine Ridge,"$41,600-51,999",5,7
20422,Porepunkah,"$41,600-51,999",15,7
20423,Port Albert,"$41,600-51,999",4,7
20424,Port Campbell,"$41,600-51,999",3,7
20425,Port Fairy,"$41,600-51,999",68,7
20426,Port Franklin,"$41,600-51,999",5,7
20427,Port Welshpool,"$41,600-51,999",5,7
20428,Portarlington,"$41,600-51,999",86,7
20429,Portland (Vic.),"$41,600-51,999",210,7
20430,Portland North,"$41,600-51,999",17,7
20431,Portland West,"$41,600-51,999",11,7
20432,Portsea,"$41,600-51,999",5,7
20433,Pound Creek,"$41,600-51,999",3,7
20434,Powelltown,"$41,600-51,999",4,7
20435,Prairie (Vic.),"$41,600-51,999",3,7
20436,Preston (Vic.),"$41,600-51,999",467,7
20437,Princetown,"$41,600-51,999",10,7
20438,Purnim,"$41,600-51,999",3,7
20439,Purnim West,"$41,600-51,999",5,7
20440,Pyalong,"$41,600-51,999",11,7
20441,Pyramid Hill,"$41,600-51,999",14,7
20442,Quambatook,"$41,600-51,999",4,7
20443,Quantong,"$41,600-51,999",5,7
20444,Quarry Hill,"$41,600-51,999",38,7
20445,Queenscliff (Vic.),"$41,600-51,999",37,7
20446,Raglan (Vic.),"$41,600-51,999",10,7
20447,Rainbow,"$41,600-51,999",19,7
20448,Ravenswood (Vic.),"$41,600-51,999",8,7
20449,Raymond Island,"$41,600-51,999",14,7
20450,Raywood,"$41,600-51,999",8,7
20451,Red Cliffs,"$41,600-51,999",104,7
20452,Red Hill (Vic.),"$41,600-51,999",11,7
20453,Red Hill South,"$41,600-51,999",17,7
20454,Red Lion,"$41,600-51,999",5,7
20455,Redan,"$41,600-51,999",75,7
20456,Redesdale,"$41,600-51,999",3,7
20457,Reservoir (Vic.),"$41,600-51,999",963,7
20458,Rhyll,"$41,600-51,999",16,7
20459,Riddells Creek,"$41,600-51,999",48,7
20460,Ringwood (Vic.),"$41,600-51,999",297,7
20461,Ringwood East,"$41,600-51,999",164,7
20462,Ringwood North,"$41,600-51,999",127,7
20463,Ripplebrook,"$41,600-51,999",5,7
20464,Rippleside,"$41,600-51,999",12,7
20465,Ripponlea,"$41,600-51,999",21,7
20466,Riverside (Vic.),"$41,600-51,999",5,7
20467,Robinvale,"$41,600-51,999",58,7
20468,Rochester (Vic.),"$41,600-51,999",70,7
20469,Rochford,"$41,600-51,999",3,7
20470,Rockbank,"$41,600-51,999",22,7
20471,Rocklyn,"$41,600-51,999",3,7
20472,Rokewood,"$41,600-51,999",4,7
20473,Romsey,"$41,600-51,999",78,7
20474,Rosanna,"$41,600-51,999",110,7
20475,Rose River,"$41,600-51,999",3,7
20476,Rosebud,"$41,600-51,999",316,7
20477,Rosebud West,"$41,600-51,999",124,7
20478,Rosedale (Vic.),"$41,600-51,999",28,7
20479,Rosewhite,"$41,600-51,999",5,7
20480,Ross Creek (Vic.),"$41,600-51,999",13,7
20481,Rowsley,"$41,600-51,999",4,7
20482,Rowville,"$41,600-51,999",454,7
20483,Roxburgh Park,"$41,600-51,999",408,7
20484,Ruby,"$41,600-51,999",3,7
20485,Ruffy,"$41,600-51,999",5,7
20486,Running Creek (Vic.),"$41,600-51,999",6,7
20487,Runnymede (Vic.),"$41,600-51,999",6,7
20488,Rupanyup,"$41,600-51,999",13,7
20489,Rushworth,"$41,600-51,999",31,7
20490,Russells Bridge,"$41,600-51,999",4,7
20491,Rutherglen,"$41,600-51,999",53,7
20492,Ryanston,"$41,600-51,999",9,7
20493,Rye,"$41,600-51,999",199,7
20494,Safety Beach (Vic.),"$41,600-51,999",103,7
20495,Sailors Gully,"$41,600-51,999",18,7
20496,Sale,"$41,600-51,999",264,7
20497,Samaria,"$41,600-51,999",4,7
20498,San Remo (Vic.),"$41,600-51,999",26,7
20499,Sandon (Vic.),"$41,600-51,999",3,7
20500,Sandy Point (Vic.),"$41,600-51,999",4,7
20501,Sarsfield,"$41,600-51,999",17,7
20502,Sawmill Settlement,"$41,600-51,999",6,7
20503,Scarsdale,"$41,600-51,999",15,7
20504,Scoresby,"$41,600-51,999",106,7
20505,Scotsburn,"$41,600-51,999",8,7
20506,Scotts Creek (Vic.),"$41,600-51,999",8,7
20507,Sea Lake,"$41,600-51,999",19,7
20508,Seabrook,"$41,600-51,999",89,7
20509,Seaford (Vic.),"$41,600-51,999",307,7
20510,Seaholme,"$41,600-51,999",28,7
20511,Seaspray,"$41,600-51,999",15,7
20512,Seaview,"$41,600-51,999",4,7
20513,Sebastian,"$41,600-51,999",4,7
20514,Sebastopol (Vic.),"$41,600-51,999",255,7
20515,Sedgwick,"$41,600-51,999",12,7
20516,Seville,"$41,600-51,999",47,7
20517,Seville East,"$41,600-51,999",11,7
20518,Seymour (Vic.),"$41,600-51,999",135,7
20519,Shelbourne,"$41,600-51,999",15,7
20520,Shelford,"$41,600-51,999",5,7
20521,Shepherds Flat,"$41,600-51,999",6,7
20522,Shepparton,"$41,600-51,999",628,7
20523,Shepparton East,"$41,600-51,999",16,7
20524,Shepparton North,"$41,600-51,999",8,7
20525,Sherbrooke,"$41,600-51,999",5,7
20526,Silvan,"$41,600-51,999",22,7
20527,Silverleaves,"$41,600-51,999",3,7
20528,Simpson (Vic.),"$41,600-51,999",9,7
20529,Skenes Creek,"$41,600-51,999",3,7
20530,Skipton,"$41,600-51,999",6,7
20531,Skye (Vic.),"$41,600-51,999",116,7
20532,Slaty Creek,"$41,600-51,999",3,7
20533,Smeaton,"$41,600-51,999",8,7
20534,Smiths Beach,"$41,600-51,999",6,7
20535,Smiths Gully,"$41,600-51,999",11,7
20536,Smythes Creek,"$41,600-51,999",22,7
20537,Smythesdale,"$41,600-51,999",20,7
20538,Snake Valley,"$41,600-51,999",20,7
20539,Soldiers Hill (Vic.),"$41,600-51,999",34,7
20540,Somers,"$41,600-51,999",31,7
20541,Somerville (Vic.),"$41,600-51,999",185,7
20542,Sorrento (Vic.),"$41,600-51,999",27,7
20543,South Dudley,"$41,600-51,999",16,7
20544,South Morang,"$41,600-51,999",353,7
20545,South Purrumbete,"$41,600-51,999",3,7
20546,Spring Gully (Vic.),"$41,600-51,999",51,7
20547,Springdallah,"$41,600-51,999",5,7
20548,Springfield (Macedon Ranges - Vic.),"$41,600-51,999",6,7
20549,Springhurst,"$41,600-51,999",3,7
20550,Springmount,"$41,600-51,999",4,7
20551,Springvale (Vic.),"$41,600-51,999",460,7
20552,Springvale South,"$41,600-51,999",286,7
20553,St Albans (Vic.),"$41,600-51,999",854,7
20554,St Albans Park,"$41,600-51,999",112,7
20555,St Andrews (Vic.),"$41,600-51,999",13,7
20556,St Andrews Beach,"$41,600-51,999",13,7
20557,St Arnaud,"$41,600-51,999",58,7
20558,St Helena,"$41,600-51,999",31,7
20559,St James (Vic.),"$41,600-51,999",5,7
20560,St Leonards (Vic.),"$41,600-51,999",46,7
20561,Staffordshire Reef,"$41,600-51,999",3,7
20562,Staghorn Flat,"$41,600-51,999",3,7
20563,Stanhope (Vic.),"$41,600-51,999",19,7
20564,Stanley (Vic.),"$41,600-51,999",8,7
20565,Stawell,"$41,600-51,999",122,7
20566,Steels Creek,"$41,600-51,999",3,7
20567,Stonehaven,"$41,600-51,999",3,7
20568,Stony Creek (South Gippsland - Vic.),"$41,600-51,999",5,7
20569,Stradbroke,"$41,600-51,999",3,7
20570,Stratford (Vic.),"$41,600-51,999",55,7
20571,Strath Creek,"$41,600-51,999",5,7
20572,Strathbogie,"$41,600-51,999",4,7
20573,Strathdale,"$41,600-51,999",124,7
20574,Strathdownie,"$41,600-51,999",4,7
20575,Strathfieldsaye,"$41,600-51,999",67,7
20576,Strathmerton,"$41,600-51,999",11,7
20577,Strathmore Heights,"$41,600-51,999",16,7
20578,Streatham,"$41,600-51,999",4,7
20579,Stuart Mill,"$41,600-51,999",4,7
20580,Sugarloaf Creek,"$41,600-51,999",4,7
20581,Sulky,"$41,600-51,999",8,7
20582,Sunbury,"$41,600-51,999",567,7
20583,Sunday Creek,"$41,600-51,999",4,7
20584,Sunderland Bay,"$41,600-51,999",4,7
20585,Sunset Strip (Vic.),"$41,600-51,999",7,7
20586,Sunshine (Vic.),"$41,600-51,999",212,7
20587,Sunshine North,"$41,600-51,999",263,7
20588,Sunshine West,"$41,600-51,999",356,7
20589,Surf Beach (Vic.),"$41,600-51,999",24,7
20590,Sutton Grange,"$41,600-51,999",3,7
20591,Swan Hill,"$41,600-51,999",191,7
20592,Swan Reach (Vic.),"$41,600-51,999",17,7
20593,Swanpool,"$41,600-51,999",8,7
20594,Swifts Creek,"$41,600-51,999",8,7
20595,Sydenham (Vic.),"$41,600-51,999",171,7
20596,Tabilk,"$41,600-51,999",3,7
20597,Taggerty,"$41,600-51,999",9,7
20598,Talbot (Vic.),"$41,600-51,999",13,7
20599,Tallangatta,"$41,600-51,999",17,7
20600,Tallangatta South,"$41,600-51,999",3,7
20601,Tallangatta Valley,"$41,600-51,999",5,7
20602,Tallarook,"$41,600-51,999",20,7
20603,Tallygaroopna,"$41,600-51,999",13,7
20604,Tambo Upper,"$41,600-51,999",5,7
20605,Tandarra,"$41,600-51,999",3,7
20606,Tangambalanga,"$41,600-51,999",8,7
20607,Tanjil South,"$41,600-51,999",11,7
20608,Taradale (Vic.),"$41,600-51,999",12,7
20609,Tarnagulla,"$41,600-51,999",6,7
20610,Tarneit,"$41,600-51,999",574,7
20611,Taroon,"$41,600-51,999",3,7
20612,Tarra Valley,"$41,600-51,999",4,7
20613,Tarrawingee,"$41,600-51,999",15,7
20614,Tarrenlea,"$41,600-51,999",6,7
20615,Tarrington,"$41,600-51,999",4,7
20616,Tarwin Lower,"$41,600-51,999",10,7
20617,Tatong,"$41,600-51,999",12,7
20618,Tatura,"$41,600-51,999",80,7
20619,Tatura East,"$41,600-51,999",7,7
20620,Tatyoon,"$41,600-51,999",3,7
20621,Tawonga,"$41,600-51,999",9,7
20622,Tawonga South,"$41,600-51,999",27,7
20623,Taylors Hill,"$41,600-51,999",197,7
20624,Taylors Lakes,"$41,600-51,999",226,7
20625,Tecoma,"$41,600-51,999",26,7
20626,Teesdale (Vic.),"$41,600-51,999",31,7
20627,Templestowe,"$41,600-51,999",222,7
20628,Templestowe Lower,"$41,600-51,999",209,7
20629,Tenby Point,"$41,600-51,999",8,7
20630,Terang,"$41,600-51,999",42,7
20631,Tesbury,"$41,600-51,999",4,7
20632,The Basin (Vic.),"$41,600-51,999",54,7
20633,The Gurdies,"$41,600-51,999",5,7
20634,The Patch,"$41,600-51,999",16,7
20635,Thomastown,"$41,600-51,999",490,7
20636,Thomson (Greater Geelong - Vic.),"$41,600-51,999",38,7
20637,Thoona,"$41,600-51,999",8,7
20638,Thornbury,"$41,600-51,999",209,7
20639,Thorpdale,"$41,600-51,999",14,7
20640,Thorpdale South,"$41,600-51,999",4,7
20641,Thowgla Valley,"$41,600-51,999",4,7
20642,Timboon,"$41,600-51,999",32,7
20643,Timmering,"$41,600-51,999",5,7
20644,Timor (Vic.),"$41,600-51,999",4,7
20645,Tinamba,"$41,600-51,999",8,7
20646,Tintaldra,"$41,600-51,999",4,7
20647,Tol Tol,"$41,600-51,999",3,7
20648,Tolmie,"$41,600-51,999",14,7
20649,Tongala,"$41,600-51,999",42,7
20650,Tongio,"$41,600-51,999",3,7
20651,Tonimbuk,"$41,600-51,999",6,7
20652,Tooborac,"$41,600-51,999",4,7
20653,Toolamba,"$41,600-51,999",13,7
20654,Toolamba West,"$41,600-51,999",4,7
20655,Toolangi,"$41,600-51,999",5,7
20656,Toolern Vale,"$41,600-51,999",9,7
20657,Toolleen,"$41,600-51,999",3,7
20658,Toolondo,"$41,600-51,999",3,7
20659,Toolong,"$41,600-51,999",4,7
20660,Toongabbie (Vic.),"$41,600-51,999",14,7
20661,Toora (Vic.),"$41,600-51,999",18,7
20662,Toora North,"$41,600-51,999",5,7
20663,Tootgarook,"$41,600-51,999",64,7
20664,Torquay (Vic.),"$41,600-51,999",162,7
20665,Torrumbarry,"$41,600-51,999",5,7
20666,Tourello,"$41,600-51,999",3,7
20667,Towong,"$41,600-51,999",3,7
20668,Trafalgar (Vic.),"$41,600-51,999",64,7
20669,Trafalgar South,"$41,600-51,999",6,7
20670,Tragowel,"$41,600-51,999",5,7
20671,Traralgon,"$41,600-51,999",424,7
20672,Traralgon East,"$41,600-51,999",18,7
20673,Travancore,"$41,600-51,999",26,7
20674,Trawool,"$41,600-51,999",3,7
20675,Trentham,"$41,600-51,999",27,7
20676,Tresco,"$41,600-51,999",3,7
20677,Tresco West,"$41,600-51,999",7,7
20678,Truganina,"$41,600-51,999",341,7
20679,Tuerong,"$41,600-51,999",5,7
20680,Tullamarine,"$41,600-51,999",148,7
20681,Tungamah,"$41,600-51,999",4,7
20682,Tyabb,"$41,600-51,999",61,7
20683,Tyers,"$41,600-51,999",8,7
20684,Tylden,"$41,600-51,999",12,7
20685,Tynong,"$41,600-51,999",8,7
20686,Tynong North,"$41,600-51,999",5,7
20687,Tyntynder South,"$41,600-51,999",8,7
20688,Ultima,"$41,600-51,999",3,7
20689,Undera,"$41,600-51,999",10,7
20690,Upper Ferntree Gully,"$41,600-51,999",53,7
20691,Upper Gundowring,"$41,600-51,999",6,7
20692,Upper Plenty,"$41,600-51,999",4,7
20693,Upwey,"$41,600-51,999",82,7
20694,Ventnor (Vic.),"$41,600-51,999",18,7
20695,Venus Bay (Vic.),"$41,600-51,999",21,7
20696,Vermont,"$41,600-51,999",166,7
20697,Vermont South,"$41,600-51,999",178,7
20698,Viewbank,"$41,600-51,999",103,7
20699,Violet Town,"$41,600-51,999",19,7
20700,Waaia,"$41,600-51,999",3,7
20701,Wahgunyah,"$41,600-51,999",23,7
20702,Waldara,"$41,600-51,999",14,7
20703,Wallacedale,"$41,600-51,999",6,7
20704,Wallan,"$41,600-51,999",168,7
20705,Wallington,"$41,600-51,999",26,7
20706,Walmer (Vic.),"$41,600-51,999",8,7
20707,Walpa,"$41,600-51,999",3,7
20708,Walpeup,"$41,600-51,999",9,7
20709,Walwa,"$41,600-51,999",5,7
20710,Wandana Heights,"$41,600-51,999",25,7
20711,Wandella (Vic.),"$41,600-51,999",4,7
20712,Wandiligong,"$41,600-51,999",6,7
20713,Wandin East,"$41,600-51,999",9,7
20714,Wandin North,"$41,600-51,999",62,7
20715,Wandong,"$41,600-51,999",19,7
20716,Wangandary,"$41,600-51,999",6,7
20717,Wangaratta (Vic.),"$41,600-51,999",420,7
20718,Wangaratta South,"$41,600-51,999",5,7
20719,Wangoom,"$41,600-51,999",5,7
20720,Wannon,"$41,600-51,999",7,7
20721,Wantirna,"$41,600-51,999",255,7
20722,Wantirna South,"$41,600-51,999",295,7
20723,Waranga Shores,"$41,600-51,999",7,7
20724,Warburton (Vic.),"$41,600-51,999",40,7
20725,Wareek,"$41,600-51,999",3,7
20726,Warneet,"$41,600-51,999",5,7
20727,Warracknabeal,"$41,600-51,999",49,7
20728,Warragul,"$41,600-51,999",316,7
20729,Warrandyte,"$41,600-51,999",62,7
20730,Warrenbayne,"$41,600-51,999",7,7
20731,Warrenheip,"$41,600-51,999",7,7
20732,Warrion,"$41,600-51,999",3,7
20733,Warrnambool,"$41,600-51,999",570,7
20734,Waterford Park,"$41,600-51,999",3,7
20735,Waterloo (Vic.),"$41,600-51,999",4,7
20736,Watsonia,"$41,600-51,999",91,7
20737,Watsonia North,"$41,600-51,999",70,7
20738,Wattle Bank,"$41,600-51,999",4,7
20739,Wattle Flat (Vic.),"$41,600-51,999",5,7
20740,Wattle Glen,"$41,600-51,999",18,7
20741,Waubra,"$41,600-51,999",3,7
20742,Waurn Ponds,"$41,600-51,999",36,7
20743,Wedderburn (Vic.),"$41,600-51,999",22,7
20744,Welshmans Reef,"$41,600-51,999",8,7
20745,Welshpool (Vic.),"$41,600-51,999",12,7
20746,Wendouree,"$41,600-51,999",259,7
20747,Werribee,"$41,600-51,999",797,7
20748,Werribee South,"$41,600-51,999",38,7
20749,Werrimull,"$41,600-51,999",4,7
20750,Wesburn,"$41,600-51,999",16,7
20751,West Bendigo,"$41,600-51,999",6,7
20752,West Footscray,"$41,600-51,999",158,7
20753,West Wodonga,"$41,600-51,999",264,7
20754,Westbury (Vic.),"$41,600-51,999",3,7
20755,Westmeadows,"$41,600-51,999",115,7
20756,Wheatsheaf,"$41,600-51,999",7,7
20757,Wheelers Hill,"$41,600-51,999",302,7
20758,White Hills (Vic.),"$41,600-51,999",68,7
20759,Whiteheads Creek,"$41,600-51,999",6,7
20760,Whitfield (Vic.),"$41,600-51,999",3,7
20761,Whittington,"$41,600-51,999",105,7
20762,Whittlesea,"$41,600-51,999",84,7
20763,Whorouly,"$41,600-51,999",13,7
20764,Wilby,"$41,600-51,999",3,7
20765,Wild Dog Valley (Vic.),"$41,600-51,999",3,7
20766,Wildwood,"$41,600-51,999",3,7
