,SSC,variable,value
37530,Flagstaff Hill,South Africa,128
37531,Gawler Belt,South Africa,8
37532,Glencoe (SA),South Africa,3
37533,Glengowrie,South Africa,38
37534,Golden Grove,South Africa,71
37535,Grange (SA),South Africa,43
37536,Green Fields,South Africa,4
37537,Greenhill (SA),South Africa,10
37538,Greenwith,South Africa,61
37539,Hahndorf,South Africa,18
37540,Hallett Cove,South Africa,235
37541,Happy Valley (SA),South Africa,73
37542,Hawthorndene,South Africa,18
37543,Heathfield,South Africa,9
37544,Henley Beach South,South Africa,24
37545,Hewett,South Africa,18
37546,Highland Valley,South Africa,3
37547,Hope Forest,South Africa,4
37548,Humbug Scrub,South Africa,4
37549,Iron Knob,South Africa,5
37550,Jamestown,South Africa,8
37551,Kaltjiti,South Africa,5
37552,Kersbrook,South Africa,11
37553,Kimba,South Africa,9
37554,Kingscote,South Africa,11
37555,Koorine,South Africa,4
37556,Lameroo,South Africa,25
37557,Langhorne Creek,South Africa,8
37558,Littlehampton,South Africa,24
37559,Loxton,South Africa,18
37560,Loxton North,South Africa,3
37561,Macclesfield (SA),South Africa,5
37562,Medindie Gardens,South Africa,4
37563,Mitcham (SA),South Africa,14
37564,Moculta,South Africa,5
37565,Moonta Bay,South Africa,11
37566,Mount Barker (SA),South Africa,105
37567,Mount Schank,South Africa,3
37568,Murray Bridge South,South Africa,6
37569,Mylor,South Africa,12
37570,Napperby,South Africa,7
37571,Netherby (SA),South Africa,22
37572,New Town (SA),South Africa,5
37573,North Beach (SA),South Africa,9
37574,North Brighton,South Africa,27
37575,Old Noarlunga,South Africa,8
37576,Parilla,South Africa,9
37577,Penong,South Africa,3
37578,Penrice,South Africa,6
37579,Pinnaroo,South Africa,6
37580,Port Macdonnell,South Africa,4
37581,Port Noarlunga,South Africa,34
37582,Port Pirie,South Africa,3
37583,Port Pirie South,South Africa,26
37584,Port Willunga,South Africa,8
37585,Quorn,South Africa,5
37586,Redwood Park,South Africa,40
37587,Reid (SA),South Africa,9
37588,Reynella East,South Africa,18
37589,Risdon Park South,South Africa,12
37590,Riverglades,South Africa,5
37591,Roxby Downs,South Africa,35
37592,Sandy Creek (SA),South Africa,7
37593,Seacombe Heights,South Africa,20
37594,Seaford Rise,South Africa,54
37595,Sheidow Park,South Africa,84
37596,Skye (SA),South Africa,4
37597,Solomontown,South Africa,4
37598,South Brighton,South Africa,28
37599,Springfield (SA),South Africa,8
37600,St Ives (SA),South Africa,3
37601,Stewart Range,South Africa,6
37602,Stirling (SA),South Africa,28
37603,Stockwell,South Africa,7
37604,Stonyfell,South Africa,27
37605,Surrey Downs,South Africa,19
37606,Swan Reach (SA),South Africa,7
37607,Tanunda,South Africa,15
37608,Tennyson (SA),South Africa,12
37609,Teringie,South Africa,16
37610,Trinity Gardens,South Africa,12
37611,Tumby Bay,South Africa,5
37612,Uraidla,South Africa,4
37613,Urrbrae,South Africa,25
37614,Wallaroo (SA),South Africa,17
37615,Wasleys,South Africa,5
37616,Whyalla,South Africa,52
37617,Whyalla Jenkins,South Africa,41
37618,Williamstown (SA),South Africa,10
37619,Willunga,South Africa,15
37620,Willyaroo,South Africa,4
37621,Wisanger,South Africa,3
37622,Woodforde,South Africa,12
37623,Woodside (SA),South Africa,15
37624,Worrolong,South Africa,4
37625,Yorketown,South Africa,5
37626,Abbey,South Africa,20
37627,Alkimos,South Africa,302
37628,Applecross,South Africa,141
37629,Ardross,South Africa,81
37630,Argyle (WA),South Africa,12
37631,Ascot (WA),South Africa,38
37632,Ashby (WA),South Africa,81
37633,Ashfield (WA),South Africa,13
37634,Attadale,South Africa,105
37635,Atwell,South Africa,191
37636,Aubin Grove,South Africa,172
37637,Australind,South Africa,267
37638,Aveley,South Africa,304
37639,Badgin,South Africa,3
37640,Badgingarra,South Africa,6
37641,Baldivis,South Africa,887
37642,Bandy Creek,South Africa,6
37643,Banksia Grove,South Africa,255
37644,Barrow Island,South Africa,34
37645,Baskerville,South Africa,4
37646,Baynton (WA),South Africa,74
37647,Bayonet Head,South Africa,63
37648,Beachlands,South Africa,11
37649,Bedfordale,South Africa,47
37650,Beeliar,South Africa,182
37651,Bejoording,South Africa,3
37652,Beldon,South Africa,75
37653,Belhus,South Africa,8
37654,Benger,South Africa,6
37655,Beresford,South Africa,19
37656,Bertram,South Africa,123
37657,Bibra Lake,South Africa,84
37658,Bicton,South Africa,89
37659,Bilingurr,South Africa,16
37660,Bindoon,South Africa,9
37661,Binningup,South Africa,19
37662,Bluff Point,South Africa,23
37663,Boddington,South Africa,12
37664,Booragoon,South Africa,125
37665,Borden,South Africa,6
37666,Boulder,South Africa,55
37667,Bovell,South Africa,4
37668,Boyanup,South Africa,9
37669,Bridgetown,South Africa,18
37670,Brigadoon,South Africa,19
37671,Broadwater (WA),South Africa,46
37672,Broadwood,South Africa,24
37673,Brockman,South Africa,11
37674,Brookhampton,South Africa,5
37675,Brookton,South Africa,4
37676,Bruce Rock,South Africa,5
37677,Brunswick (WA),South Africa,9
37678,Bullsbrook,South Africa,56
37679,Bunbury (WA),South Africa,54
37680,Burekup,South Africa,13
37681,Burns Beach,South Africa,307
37682,Burnside (WA),South Africa,7
37683,Butler (WA),South Africa,509
37684,Byford,South Africa,318
37685,Cable Beach,South Africa,31
37686,Cancanning,South Africa,3
37687,Cape Burney,South Africa,13
37688,Capel,South Africa,21
37689,Cardup,South Africa,20
37690,Carine,South Africa,215
37691,Carnamah,South Africa,14
37692,Carramar (WA),South Africa,316
37693,Cascade (WA),South Africa,3
37694,Castletown,South Africa,50
37695,Casuarina (WA),South Africa,18
37696,Catterick,South Africa,4
37697,Caversham,South Africa,67
37698,Champion Lakes,South Africa,17
37699,Channybearup,South Africa,3
37700,Chidlow,South Africa,11
37701,Chittering,South Africa,6
37702,Churchlands,South Africa,131
37703,City Beach,South Africa,156
37704,Claremont (WA),South Africa,155
37705,Clarkson,South Africa,461
37706,College Grove,South Africa,23
37707,Collie (WA),South Africa,37
37708,Collingwood Heights,South Africa,16
37709,Collingwood Park (WA),South Africa,6
37710,Connolly,South Africa,153
37711,Coodanup,South Africa,33
37712,Cookernup,South Africa,7
37713,Coolbinia,South Africa,53
37714,Cooloongup,South Africa,78
37715,Coomalbidgup,South Africa,4
37716,Coondle,South Africa,13
37717,Cottesloe,South Africa,133
37718,Cowaramup,South Africa,18
37719,Craigie (WA),South Africa,98
37720,Crooked Brook,South Africa,7
37721,Crossman,South Africa,3
37722,Cue,South Africa,5
37723,Cundeelee,South Africa,4
37724,Cunderdin,South Africa,12
37725,Currambine,South Africa,501
37726,Dale,South Africa,5
37727,Dalkeith,South Africa,106
37728,Dalwallinu,South Africa,19
37729,Dalyellup,South Africa,589
37730,Dalyup,South Africa,5
37731,Dampier,South Africa,6
37732,Dandaragan,South Africa,5
37733,Darch,South Africa,314
37734,Dardanup,South Africa,10
37735,Dardanup West,South Africa,7
37736,Darlington (WA),South Africa,69
37737,Dawesville,South Africa,117
37738,Deepdale,South Africa,8
37739,Denbarker,South Africa,5
37740,Denham,South Africa,8
37741,Denmark,South Africa,29
37742,Dianella,South Africa,816
37743,Djugun,South Africa,29
37744,Doubleview,South Africa,140
37745,Drummond Cove,South Africa,17
37746,Dudley Park (WA),South Africa,83
37747,Dumberning,South Africa,3
37748,Duncraig,South Africa,601
37749,Dunsborough,South Africa,52
37750,Eagle Bay,South Africa,3
37751,Eastbrook,South Africa,5
37752,Eaton (WA),South Africa,77
37753,Edgewater,South Africa,164
37754,Eglinton (WA),South Africa,85
37755,Ellenbrook,South Africa,510
37756,Emu Flat (WA),South Africa,4
37757,Erskine (WA),South Africa,59
37758,Esperance,South Africa,14
37759,Falcon,South Africa,50
37760,Floreat,South Africa,181
37761,Forest Hill (WA),South Africa,6
37762,Forrestdale,South Africa,23
37763,Forrestfield,South Africa,132
37764,Gabbadah,South Africa,7
37765,Garden Island (WA),South Africa,7
37766,Gelorup,South Africa,41
37767,Geographe,South Africa,34
37768,Gibson,South Africa,6
37769,Gidgegannup,South Africa,33
37770,Glen Forrest,South Africa,29
37771,Glen Iris (WA),South Africa,23
37772,Glenfield (WA),South Africa,22
37773,Gnangara,South Africa,18
37774,Gnarabup,South Africa,6
37775,Gnowangerup,South Africa,6
37776,Gnowellen,South Africa,3
37777,Golden Bay,South Africa,73
37778,Goode Beach,South Africa,10
37779,Goomalling,South Africa,4
37780,Gooseberry Hill,South Africa,40
37781,Gracetown,South Africa,5
37782,Greenbushes,South Africa,3
37783,Greenfields,South Africa,67
37784,Greenwood (WA),South Africa,171
37785,Gwelup,South Africa,87
37786,Halls Head,South Africa,295
37787,Hamel,South Africa,4
37788,Hamersley,South Africa,46
37789,Hammond Park,South Africa,154
37790,Hannans,South Africa,97
37791,Harrisdale,South Africa,381
37792,Haynes,South Africa,21
37793,Heathridge,South Africa,135
37794,Helena Valley,South Africa,40
37795,Henley Brook,South Africa,48
37796,Herne Hill (WA),South Africa,13
37797,Herron,South Africa,6
37798,High Wycombe,South Africa,120
37799,Highbury (WA),South Africa,6
37800,Hilbert,South Africa,31
37801,Hillarys,South Africa,438
37802,Hocking,South Africa,208
37803,Hopeland (WA),South Africa,7
37804,Hopetoun (WA),South Africa,28
37805,Iluka (WA),South Africa,428
37806,Innaloo,South Africa,141
37807,Jandakot,South Africa,99
37808,Jane Brook,South Africa,34
37809,Jarrahdale,South Africa,11
37810,Jerdacuttup,South Africa,5
37811,Jindalee (WA),South Africa,192
37812,Jolimont,South Africa,23
37813,Joondalup,South Africa,290
37814,Juna Downs,South Africa,6
37815,Kalamunda,South Africa,90
37816,Kalgan,South Africa,15
37817,Kalgoorlie,South Africa,71
37818,Kallaroo,South Africa,208
37819,Kambalda East,South Africa,10
37820,Kambalda West,South Africa,21
37821,Karakin,South Africa,3
37822,Karnup,South Africa,18
37823,Karridale,South Africa,4
37824,Karrinyup,South Africa,179
37825,Kauring,South Africa,3
37826,Kealy,South Africa,5
37827,Kensington (WA),South Africa,50
37828,King River,South Africa,6
37829,Kingsley,South Africa,342
37830,Kinross,South Africa,311
37831,Kondinin,South Africa,7
37832,Lake Clifton,South Africa,11
37833,Lakelands (WA),South Africa,138
37834,Lamington (WA),South Africa,21
37835,Lancelin,South Africa,5
37836,Landsdale,South Africa,336
37837,Lange,South Africa,4
37838,Leda,South Africa,48
37839,Leeming,South Africa,232
37840,Lennard Brook,South Africa,7
37841,Leonora,South Africa,11
37842,Leschenault,South Africa,44
37843,Lesmurdie,South Africa,128
37844,Lower Chittering,South Africa,28
37845,Lower King,South Africa,53
37846,Madeley,South Africa,228
37847,Madora Bay,South Africa,100
37848,Mahomets Flats,South Africa,11
37849,Maida Vale,South Africa,41
37850,Marbelup,South Africa,7
37851,Marble Bar,South Africa,3
37852,Margaret River (WA),South Africa,85
37853,Mariginiup,South Africa,18
37854,Marmion,South Africa,58
37855,Mayanup,South Africa,6
37856,McKail,South Africa,45
37857,Meadow Springs,South Africa,188
37858,Meckering,South Africa,3
37859,Medina,South Africa,20
37860,Meerup,South Africa,3
37861,Melville (WA),South Africa,60
37862,Menora,South Africa,48
37863,Merredin,South Africa,20
37864,Merriwa (WA),South Africa,115
37865,Metricup,South Africa,3
37866,Middleton Beach,South Africa,12
37867,Millars Well,South Africa,32
37868,Millbridge,South Africa,60
37869,Mindarie (WA),South Africa,564
37870,Minigin,South Africa,3
37871,Mira Mar,South Africa,19
37872,Monjingup,South Africa,9
37873,Moora (WA),South Africa,15
37874,Morawa,South Africa,7
37875,Moresby (WA),South Africa,7
37876,Morgantown,South Africa,8
37877,Mosman Park (WA),South Africa,168
37878,Mount Barker (WA),South Africa,22
37879,Mount Claremont,South Africa,144
37880,Mount Clarence,South Africa,9
37881,Mount Helena,South Africa,19
37882,Mount Horner,South Africa,3
37883,Mount Nasura,South Africa,46
37884,Mount Pleasant (WA),South Africa,142
37885,Mount Richon,South Africa,25
37886,Mount Sheila,South Africa,16
37887,Mount Tarcoola,South Africa,81
37888,Muchea,South Africa,8
37889,Mueller Ranges,South Africa,6
37890,Mulga Downs,South Africa,3
37891,Mullaloo,South Africa,149
37892,Mullewa,South Africa,13
37893,Mundaring,South Africa,43
37894,Mundijong,South Africa,5
37895,Myalup,South Africa,4
37896,Myaree,South Africa,23
37897,Myrup,South Africa,4
37898,Nambeelup,South Africa,10
37899,Napier,South Africa,5
37900,Narembeen,South Africa,10
37901,Narrikup,South Africa,13
37902,Narrogin,South Africa,36
37903,Nedlands,South Africa,161
37904,Newdegate,South Africa,7
37905,Newman,South Africa,56
37906,Nickol,South Africa,93
37907,Nilgen,South Africa,4
37908,Noranda,South Africa,248
37909,Norseman,South Africa,6
37910,North Beach (WA),South Africa,62
37911,North Boyanup,South Africa,3
37912,North Coogee,South Africa,46
37913,North Fremantle,South Africa,64
37914,North Lake,South Africa,29
37915,North Tammin,South Africa,6
37916,Northam,South Africa,50
37917,Nugadong,South Africa,4
37918,Nukarni,South Africa,3
37919,Nullagine,South Africa,22
37920,Oakford,South Africa,35
37921,Ocean Beach,South Africa,14
37922,Ocean Reef,South Africa,370
37923,Oldbury,South Africa,8
37924,Onslow,South Africa,8
37925,Orana,South Africa,10
37926,Padbury,South Africa,179
37927,Palmyra (WA),South Africa,91
37928,Pannawonica,South Africa,10
37929,Parkerville,South Africa,18
37930,Parklands (WA),South Africa,8
37931,Paulls Valley,South Africa,3
37932,Paynes Find,South Africa,3
37933,Pearsall,South Africa,97
37934,Pelican Point (WA),South Africa,26
37935,Pemberton,South Africa,9
37936,Peppermint Grove,South Africa,32
37937,Peppermint Grove Beach,South Africa,10
37938,Piara Waters,South Africa,338
37939,Piccadilly (WA),South Africa,53
37940,Pickering Brook,South Africa,5
37941,Piesse Brook,South Africa,6
37942,Pink Lake,South Africa,11
37943,Pinwernying,South Africa,3
37944,Plumridge Lakes,South Africa,3
37945,Port Hedland,South Africa,74
37946,Port Kennedy,South Africa,237
37947,Quairading,South Africa,6
37948,Quedjinup,South Africa,6
37949,Quindalup,South Africa,12
37950,Quinns Rocks,South Africa,436
37951,Ravenswood (WA),South Africa,16
37952,Ridgewood (WA),South Africa,173
37953,Robinson,South Africa,6
37954,Rockingham (WA),South Africa,142
37955,Roebourne,South Africa,4
37956,Roelands,South Africa,7
37957,Roleystone,South Africa,120
37958,Rothsay,South Africa,8
37959,Rudds Gully,South Africa,5
37960,Safety Bay,South Africa,80
37961,San Remo (WA),South Africa,23
37962,Sandy Gully (WA),South Africa,4
37963,Scaddan,South Africa,4
37964,Scarborough (WA),South Africa,344
37965,Scotsdale,South Africa,11
37966,Secret Harbour,South Africa,330
37967,Serpentine (WA),South Africa,16
37968,Shadforth (WA),South Africa,11
37969,Shoalwater (WA),South Africa,66
37970,Silver Sands,South Africa,18
37971,Sinagra,South Africa,103
37972,Sinclair,South Africa,4
37973,Singleton (WA),South Africa,54
37974,Somerville (WA),South Africa,119
37975,Sorrento (WA),South Africa,221
37976,South Boulder,South Africa,16
37977,South Bunbury,South Africa,94
37978,South Carnarvon,South Africa,6
37979,South Guildford,South Africa,39
37980,South Hedland,South Africa,107
37981,South Kalgoorlie,South Africa,65
37982,South Yunderup,South Africa,23
37983,Southern Cross (WA),South Africa,4
37984,Southern River,South Africa,412
37985,Stake Hill,South Africa,8
37986,Stirling Estate,South Africa,13
37987,Stoneville,South Africa,29
37988,Strathalbyn (WA),South Africa,25
37989,Stratham,South Africa,11
37990,Success,South Africa,286
37991,Sunset Beach,South Africa,24
37992,Swanbourne,South Africa,91
37993,Takalarup,South Africa,4
37994,Talgomine,South Africa,6
37995,Tapping,South Africa,430
37996,Tarcoola Beach,South Africa,30
37997,Telfer,South Africa,8
37998,The Vines,South Africa,202
37999,Three Springs,South Africa,12
38000,Trigg,South Africa,55
38001,Two Rocks,South Africa,33
38002,Uduc,South Africa,4
38003,Upper Swan,South Africa,6
38004,Usher,South Africa,16
38005,Utakarra,South Africa,10
38006,Varley,South Africa,4
38007,Vasse,South Africa,17
38008,Victory Heights (WA),South Africa,20
38009,Waeel,South Africa,5
38010,Waggrakine,South Africa,18
38011,Wagin,South Africa,11
38012,Waikiki,South Africa,208
38013,Walgoolan,South Africa,3
38014,Wandi,South Africa,83
38015,Wandina,South Africa,119
38016,Wannanup,South Africa,76
38017,Wanneroo,South Africa,244
38018,Warnbro,South Africa,135
38019,Warrenup,South Africa,8
38020,Watermans Bay,South Africa,30
38021,Webberton,South Africa,3
38022,Wedgefield,South Africa,3
38023,Wellard,South Africa,170
38024,Wembley Downs,South Africa,198
38025,West Beach (WA),South Africa,27
38026,West Busselton,South Africa,72
