"","SSC","variable","value"
"17607","Mannus","Christianity",42
"17608","Manobalai","Christianity",50
"17609","Manton (NSW)","Christianity",166
"17610","Manyana","Christianity",321
"17611","Maragle","Christianity",36
"17612","Maraylya","Christianity",909
"17613","Marayong","Christianity",4691
"17614","March","Christianity",97
"17615","Marchmont","Christianity",154
"17616","Mardi","Christianity",2266
"17617","Marengo (NSW)","Christianity",4
"17618","Mares Run","Christianity",0
"17619","Marinna","Christianity",37
"17620","Marks Point","Christianity",1087
"17621","Markwell","Christianity",81
"17622","Marlee","Christianity",115
"17623","Marlo Merrican","Christianity",23
"17624","Marlow","Christianity",10
"17625","Marlowe","Christianity",0
"17626","Marmong Point","Christianity",466
"17627","Marom Creek","Christianity",82
"17628","Maroota","Christianity",410
"17629","Maroubra","Christianity",15584
"17630","Marrangaroo","Christianity",371
"17631","Marrar","Christianity",257
"17632","Marrickville","Christianity",10114
"17633","Marsden Park","Christianity",623
"17634","Marsfield","Christianity",5732
"17635","Marshall Mount","Christianity",101
"17636","Marshdale","Christianity",29
"17637","Marthaguy","Christianity",54
"17638","Martindale","Christianity",101
"17639","Martins Creek","Christianity",227
"17640","Martinsville","Christianity",178
"17641","Marulan","Christianity",791
"17642","Maryland (Newcastle - NSW)","Christianity",4935
"17643","Maryland (Tenterfield - NSW)","Christianity",46
"17644","Marys Mount","Christianity",60
"17645","Maryvale (NSW)","Christianity",135
"17646","Maryville","Christianity",654
"17647","Mascot","Christianity",7089
"17648","Matcham","Christianity",614
"17649","Matheson","Christianity",41
"17650","Mathoura","Christianity",578
"17651","Matong","Christianity",111
"17652","Matraville","Christianity",5942
"17653","Maude (NSW)","Christianity",73
"17654","Maules Creek","Christianity",84
"17655","Maxwell","Christianity",70
"17656","Maybole","Christianity",32
"17657","Mayers Flat","Christianity",23
"17658","Mayfield (Newcastle - NSW)","Christianity",4629
"17659","Mayfield (Oberon - NSW)","Christianity",4
"17660","Mayfield (Queanbeyan-Palerang Regional - NSW)","Christianity",12
"17661","Mayfield (Shoalhaven - NSW)","Christianity",27
"17662","Mayfield East","Christianity",817
"17663","Mayfield North","Christianity",0
"17664","Mayfield West","Christianity",1077
"17665","Mayrung","Christianity",95
"17666","Mays Hill","Christianity",333
"17667","Mayvale","Christianity",12
"17668","McCullys Gap","Christianity",187
"17669","McDougalls Hill","Christianity",116
"17670","McGraths Hill","Christianity",1822
"17671","McKees Hill","Christianity",257
"17672","McKellars Park","Christianity",128
"17673","McLeans Ridges","Christianity",272
"17674","McLeods Shoot","Christianity",28
"17675","McMahons Point","Christianity",955
"17676","McMahons Reef","Christianity",48
"17677","Meadow Flat","Christianity",199
"17678","Meadowbank (NSW)","Christianity",1759
"17679","Mebbin","Christianity",0
"17680","Mebul","Christianity",29
"17681","Medlow Bath","Christianity",268
"17682","Medowie","Christianity",5982
"17683","Medway","Christianity",70
"17684","Meerschaum Vale","Christianity",199
"17685","Megalong Valley","Christianity",66
"17686","Megan","Christianity",56
"17687","Melbergen","Christianity",0
"17688","Melinga","Christianity",64
"17689","Mellong","Christianity",4
"17690","Mellool","Christianity",21
"17691","Melrose Park (NSW)","Christianity",995
"17692","Melville (NSW)","Christianity",38
"17693","Memagong","Christianity",61
"17694","Menah","Christianity",103
"17695","Menai","Christianity",7408
"17696","Menangle","Christianity",851
"17697","Menangle Park","Christianity",174
"17698","Mendooran","Christianity",386
"17699","Menindee","Christianity",243
"17700","Merah North","Christianity",134
"17701","Merewether","Christianity",6099
"17702","Merewether Heights","Christianity",779
"17703","Merimbula","Christianity",1906
"17704","Meringo","Christianity",42
"17705","Mernot","Christianity",0
"17706","Meroo","Christianity",20
"17707","Meroo Meadow","Christianity",288
"17708","Merotherie","Christianity",9
"17709","Merriangaah","Christianity",4
"17710","Merricumbene","Christianity",17
"17711","Merrigal","Christianity",19
"17712","Merrill","Christianity",26
"17713","Merriwa (NSW)","Christianity",1292
"17714","Merriwagga","Christianity",84
"17715","Merrygoen","Christianity",81
"17716","Merrylands","Christianity",13549
"17717","Merrylands West","Christianity",3601
"17718","Merungle Hill","Christianity",173
"17719","Meryla","Christianity",0
"17720","Metford","Christianity",3108
"17721","Methul","Christianity",44
"17722","Metz","Christianity",61
"17723","Miamley","Christianity",0
"17724","Miandetta (NSW)","Christianity",21
"17725","Micalo Island","Christianity",20
"17726","Michelago","Christianity",316
"17727","Middle Arm","Christianity",252
"17728","Middle Brook","Christianity",173
"17729","Middle Brother","Christianity",27
"17730","Middle Cove","Christianity",658
"17731","Middle Dural","Christianity",689
"17732","Middle Falbrook","Christianity",74
"17733","Middle Flat","Christianity",50
"17734","Middle Pocket","Christianity",35
"17735","Middleton Grange","Christianity",3360
"17736","Middlingbank","Christianity",14
"17737","Midginbil","Christianity",25
"17738","Mihi","Christianity",28
"17739","Mila","Christianity",29
"17740","Milbrodale","Christianity",77
"17741","Milbrulong","Christianity",63
"17742","Milkers Flat","Christianity",6
"17743","Millah Murrah","Christianity",23
"17744","Millbank (NSW)","Christianity",66
"17745","Miller","Christianity",1448
"17746","Millers Forest","Christianity",252
"17747","Millers Point","Christianity",609
"17748","Millfield","Christianity",561
"17749","Millie","Christianity",14
"17750","Millingandi","Christianity",256
"17751","Millthorpe","Christianity",808
"17752","Milparinka","Christianity",36
"17753","Milperra","Christianity",2839
"17754","Milroy (Gunnedah - NSW)","Christianity",48
"17755","Milroy (Mid-Western Regional - NSW)","Christianity",26
"17756","Milsons Passage","Christianity",12
"17757","Milsons Point","Christianity",896
"17758","Milton (NSW)","Christianity",960
"17759","Milvale","Christianity",53
"17760","Mimosa (NSW)","Christianity",64
"17761","Minchinbury","Christianity",3823
"17762","Mindaribba","Christianity",53
"17763","Mingoola (NSW)","Christianity",11
"17764","Minimbah","Christianity",119
"17765","Minjary","Christianity",39
"17766","Minmi","Christianity",452
"17767","Minnamurra","Christianity",464
"17768","Minnie Water","Christianity",112
"17769","Minore","Christianity",110
"17770","Minto","Christianity",5896
"17771","Minto Heights","Christianity",238
"17772","Mirador","Christianity",240
"17773","Miranda (NSW)","Christianity",9641
"17774","Mirannie","Christianity",53
"17775","Mirrabooka (NSW)","Christianity",462
"17776","Mirrool","Christianity",75
"17777","Missabotti","Christianity",140
"17778","Mitchell (NSW)","Christianity",275
"17779","Mitchells Flat","Christianity",164
"17780","Mitchells Island","Christianity",275
"17781","Mittagong","Christianity",3398
"17782","Moama","Christianity",3823
"17783","Modanville","Christianity",359
"17784","Mogareeka","Christianity",19
"17785","Mogendoura","Christianity",83
"17786","Moggs Swamp","Christianity",33
"17787","Mogilla","Christianity",30
"17788","Mogo (Eurobodalla - NSW)","Christianity",159
"17789","Mogo (Mid-Western Regional - NSW)","Christianity",3
"17790","Mogo Creek","Christianity",0
"17791","Mogood","Christianity",13
"17792","Mograni","Christianity",25
"17793","Mogriguy","Christianity",70
"17794","Mole River","Christianity",26
"17795","Moleville Creek","Christianity",10
"17796","Mollyan","Christianity",26
"17797","Mollymook","Christianity",638
"17798","Mollymook Beach","Christianity",1444
"17799","Molong","Christianity",1904
"17800","Mona Vale","Christianity",6132
"17801","Monak","Christianity",26
"17802","Monaltrie","Christianity",140
"17803","Mondayong","Christianity",0
"17804","Mondrook","Christianity",107
"17805","Monga","Christianity",4
"17806","Mongarlowe","Christianity",28
"17807","Mongogarie","Christianity",55
"17808","Monia Gap","Christianity",6
"17809","Monivae","Christianity",18
"17810","Monkerai","Christianity",39
"17811","Monteagle","Christianity",158
"17812","Montecollum","Christianity",18
"17813","Montefiores","Christianity",420
"17814","Monterey","Christianity",3178
"17815","Mooball","Christianity",107
"17816","Moobi","Christianity",113
"17817","Moogem","Christianity",0
"17818","Mookerawa","Christianity",7
"17819","Mookima Wybra","Christianity",7
"17820","Moolarben","Christianity",11
"17821","Moollattoo","Christianity",0
"17822","Moolpa","Christianity",4
"17823","Moombooldool","Christianity",13
"17824","Moonan Brook","Christianity",21
"17825","Moonan Flat","Christianity",87
"17826","Moonbah","Christianity",320
"17827","Moonbi","Christianity",752
"17828","Moonbria","Christianity",5
"17829","Mooneba","Christianity",46
"17830","Moonee","Christianity",0
"17831","Moonee Beach","Christianity",1082
"17832","Mooney Mooney","Christianity",167
"17833","Mooney Mooney Creek","Christianity",10
"17834","Moonpar","Christianity",5
"17835","Mooral Creek","Christianity",43
"17836","Moorara","Christianity",0
"17837","Moorbel","Christianity",162
"17838","Moore Creek","Christianity",1815
"17839","Moore Park","Christianity",4
"17840","Moorebank","Christianity",6179
"17841","Moorilda","Christianity",24
"17842","Moorland (NSW)","Christianity",296
"17843","Moorong","Christianity",114
"17844","Moorwatha","Christianity",31
"17845","Moparrabah","Christianity",50
"17846","Moppy","Christianity",7
"17847","Morago","Christianity",23
"17848","Morangarell","Christianity",31
"17849","Morans Crossing","Christianity",55
"17850","Moree","Christianity",6441
"17851","Morisset","Christianity",2089
"17852","Morisset Park","Christianity",470
"17853","Morning Bay","Christianity",9
"17854","Mororo","Christianity",47
"17855","Morpeth","Christianity",984
"17856","Mortdale","Christianity",5597
"17857","Mortlake (NSW)","Christianity",615
"17858","Morton","Christianity",112
"17859","Mortons Creek","Christianity",188
"17860","Morts Estate","Christianity",408
"17861","Morundah","Christianity",42
"17862","Moruya","Christianity",2314
"17863","Moruya Heads","Christianity",509
"17864","Morven (Glen Innes Severn - NSW)","Christianity",0
"17865","Morven (Greater Hume Shire - NSW)","Christianity",94
"17866","Mosman","Christianity",15265
"17867","Moss Vale","Christianity",5300
"17868","Mossgiel","Christianity",26
"17869","Mossy Point","Christianity",284
"17870","Moto","Christianity",96
"17871","Moulamein","Christianity",296
"17872","Mount Adrah","Christianity",20
"17873","Mount Annan","Christianity",7986
"17874","Mount Aquila","Christianity",0
"17875","Mount Arthur","Christianity",117
"17876","Mount Austin","Christianity",2570
"17877","Mount Burrell","Christianity",51
"17878","Mount Colah","Christianity",4054
"17879","Mount Collins","Christianity",8
"17880","Mount Cooper (NSW)","Christianity",0
"17881","Mount Darragh","Christianity",14
"17882","Mount David","Christianity",27
"17883","Mount Dee","Christianity",7
"17884","Mount Druitt","Christianity",8933
"17885","Mount Elliot (NSW)","Christianity",99
"17886","Mount Fairy","Christianity",124
"17887","Mount Foster","Christianity",0
"17888","Mount Frome","Christianity",82
"17889","Mount George (NSW)","Christianity",156
"17890","Mount Harris","Christianity",19
"17891","Mount Hope (NSW)","Christianity",12
"17892","Mount Horeb","Christianity",21
"17893","Mount Hunter","Christianity",524
"17894","Mount Hutton (NSW)","Christianity",2159
"17895","Mount Irvine","Christianity",10
"17896","Mount Keira","Christianity",1010
"17897","Mount Kembla","Christianity",616
"17898","Mount Kingiman","Christianity",5
"17899","Mount Knowles","Christianity",29
"17900","Mount Kuring-Gai","Christianity",954
"17901","Mount Lambie","Christianity",60
"17902","Mount Lewis","Christianity",681
"17903","Mount Lindsey","Christianity",0
"17904","Mount Marsden","Christianity",37
"17905","Mount Marsh","Christianity",0
"17906","Mount Mitchell","Christianity",43
"17907","Mount Murray","Christianity",25
"17908","Mount Olive (Oberon - NSW)","Christianity",11
"17909","Mount Olive (Singleton - NSW)","Christianity",118
"17910","Mount Ousley","Christianity",967
"17911","Mount Panorama","Christianity",78
"17912","Mount Pleasant (NSW)","Christianity",798
"17913","Mount Pritchard","Christianity",5185
"17914","Mount Rankin","Christianity",281
"17915","Mount Rivers","Christianity",29
"17916","Mount Riverview","Christianity",1898
"17917","Mount Royal","Christianity",5
"17918","Mount Russell","Christianity",70
"17919","Mount Saint Thomas","Christianity",867
"17920","Mount Seaview","Christianity",14
"17921","Mount Tenandra","Christianity",11
"17922","Mount Thorley","Christianity",51
"17923","Mount Tomah","Christianity",16
"17924","Mount Vernon","Christianity",946
"17925","Mount Victoria","Christianity",397
"17926","Mount View","Christianity",57
"17927","Mount Vincent","Christianity",225
"17928","Mount Warning","Christianity",41
"17929","Mount Warrigal","Christianity",3135
"17930","Mount Werong","Christianity",4
"17931","Mount White","Christianity",95
"17932","Mount Wilson","Christianity",32
"17933","Mountain Creek (NSW)","Christianity",33
"17934","Mountain Lagoon","Christianity",40
"17935","Mountain Top","Christianity",16
"17936","Mountain View (NSW)","Christianity",104
"17937","Mourquong","Christianity",41
"17938","Mowbray Park","Christianity",56
"17939","Mozart","Christianity",29
"17940","Mudgee","Christianity",7248
"17941","Mulbring","Christianity",388
"17942","Mulgoa","Christianity",1417
"17943","Mulgrave (NSW)","Christianity",49
"17944","Mulguthrie","Christianity",0
"17945","Muli Muli","Christianity",44
"17946","Mulla","Christianity",10
"17947","Mulla Creek","Christianity",61
"17948","Mullaley","Christianity",120
"17949","Mullamuddy","Christianity",40
"17950","Mullaway","Christianity",260
"17951","Mullengandra","Christianity",91
"17952","Mullengudgery","Christianity",49
"17953","Mullion","Christianity",41
"17954","Mullion Creek","Christianity",416
"17955","Mulloon","Christianity",87
"17956","Mullumbimby","Christianity",1192
"17957","Mullumbimby Creek","Christianity",110
"17958","Mulwala","Christianity",1367
"17959","Mulyandry","Christianity",50
"17960","Mumbil","Christianity",154
"17961","Mumblebone Plain","Christianity",27
"17962","Mumbulla Mountain","Christianity",0
"17963","Mummel","Christianity",68
"17964","Mummulgum","Christianity",62
"17965","Mundamia","Christianity",49
"17966","Mundarlo","Christianity",53
"17967","Munderoo","Christianity",30
"17968","Mundongo","Christianity",170
"17969","Mungay Creek","Christianity",65
"17970","Munghorn","Christianity",0
"17971","Mungindi (NSW)","Christianity",422
