"","SSC","variable","value"
"70061","Exton","Judaism",0
"70062","Falmouth","Judaism",0
"70063","Fentonbury","Judaism",0
"70064","Fern Tree","Judaism",0
"70065","Fingal (Tas.)","Judaism",0
"70066","Fitzgerald (Tas.)","Judaism",0
"70067","Flintstone","Judaism",0
"70068","Florentine","Judaism",0
"70069","Flowerdale (Tas.)","Judaism",0
"70070","Flowerpot","Judaism",0
"70071","Flowery Gully","Judaism",0
"70072","Forcett","Judaism",0
"70073","Forest","Judaism",0
"70074","Forester","Judaism",0
"70075","Fortescue (Tas.)","Judaism",0
"70076","Forth","Judaism",0
"70077","Forthside","Judaism",0
"70078","Four Mile Creek (Tas.)","Judaism",0
"70079","Frankford","Judaism",0
"70080","Freycinet","Judaism",0
"70081","Friendly Beaches","Judaism",0
"70082","Gagebrook","Judaism",0
"70083","Gardners Bay","Judaism",0
"70084","Gawler (Tas.)","Judaism",0
"70085","Gladstone (Tas.)","Judaism",0
"70086","Glaziers Bay","Judaism",0
"70087","Glebe (Tas.)","Judaism",5
"70088","Glendevie","Judaism",0
"70089","Glenfern (Tas.)","Judaism",0
"70090","Glengarry (Tas.)","Judaism",0
"70091","Glenlusk","Judaism",0
"70092","Glenora","Judaism",0
"70093","Golconda","Judaism",0
"70094","Golden Valley","Judaism",0
"70095","Goodwood (Tas.)","Judaism",0
"70096","Gordon (Tas.)","Judaism",0
"70097","Gormanston","Judaism",0
"70098","Goshen","Judaism",0
"70099","Goulds Country","Judaism",0
"70100","Gowrie Park","Judaism",0
"70101","Granton","Judaism",0
"70102","Granville Harbour","Judaism",0
"70103","Grasstree Hill","Judaism",0
"70104","Grassy","Judaism",0
"70105","Gravelly Beach","Judaism",0
"70106","Gray (Tas.)","Judaism",0
"70107","Great Bay","Judaism",0
"70108","Greens Beach","Judaism",0
"70109","Gretna","Judaism",0
"70110","Grove","Judaism",0
"70111","Guildford (Tas.)","Judaism",0
"70112","Gunns Plains","Judaism",0
"70113","Hadspen","Judaism",0
"70114","Hagley","Judaism",0
"70115","Hamilton (Tas.)","Judaism",0
"70116","Hampshire","Judaism",0
"70117","Harford","Judaism",0
"70118","Hastings (Tas.)","Judaism",0
"70119","Havenview","Judaism",0
"70120","Hawley Beach","Judaism",0
"70121","Hayes","Judaism",0
"70122","Hellyer","Judaism",0
"70123","Henrietta","Judaism",0
"70124","Hermitage","Judaism",0
"70125","Herrick","Judaism",0
"70126","Heybridge","Judaism",0
"70127","Highclere","Judaism",0
"70128","Highcroft","Judaism",0
"70129","Hillcrest (Tas.)","Judaism",0
"70130","Hillwood","Judaism",0
"70131","Hollow Tree","Judaism",0
"70132","Holwell","Judaism",0
"70133","Honeywood","Judaism",0
"70134","Howden","Judaism",0
"70135","Howth","Judaism",0
"70136","Huntingfield","Judaism",0
"70137","Ida Bay","Judaism",0
"70138","Interlaken","Judaism",0
"70139","Irishtown (Tas.)","Judaism",0
"70140","Jackeys Marsh","Judaism",0
"70141","Jericho (Tas.)","Judaism",0
"70142","Jetsonville","Judaism",0
"70143","Judbury","Judaism",0
"70144","Kamona","Judaism",0
"70145","Kaoota","Judaism",0
"70146","Karanja","Judaism",0
"70147","Karoola","Judaism",0
"70148","Kayena","Judaism",0
"70149","Kellevie","Judaism",0
"70150","Kelso (Tas.)","Judaism",0
"70151","Kempton","Judaism",0
"70152","Kettering","Judaism",0
"70153","Killiecrankie","Judaism",0
"70154","Kimberley (Tas.)","Judaism",0
"70155","Kindred","Judaism",0
"70156","Koonya","Judaism",0
"70157","Lackrana","Judaism",0
"70158","Lady Barron","Judaism",0
"70159","Lake Leake","Judaism",0
"70160","Lake Margaret","Judaism",0
"70161","Lake Sorell","Judaism",0
"70162","Lake St Clair","Judaism",0
"70163","Lalla","Judaism",0
"70164","Lanena","Judaism",0
"70165","Lapoinya","Judaism",0
"70166","Lauderdale","Judaism",0
"70167","Lawitta","Judaism",0
"70168","Lebrina","Judaism",0
"70169","Leeka","Judaism",0
"70170","Lefroy","Judaism",0
"70171","Legerwood","Judaism",0
"70172","Leith","Judaism",0
"70173","Lemont","Judaism",0
"70174","Leslie Vale","Judaism",0
"70175","Levendale","Judaism",0
"70176","Lewisham (Tas.)","Judaism",0
"70177","Liawenee","Judaism",0
"70178","Liena","Judaism",0
"70179","Lietinna","Judaism",0
"70180","Liffey","Judaism",0
"70181","Lileah","Judaism",0
"70182","Lillico (Tas.)","Judaism",0
"70183","Lisle","Judaism",0
"70184","Little Pine Lagoon","Judaism",0
"70185","Little Swanport","Judaism",0
"70186","Loccota","Judaism",0
"70187","Loira","Judaism",0
"70188","London Lakes","Judaism",0
"70189","Long Reach","Judaism",0
"70190","Longford (Tas.)","Judaism",0
"70191","Longley","Judaism",0
"70192","Lonnavale","Judaism",0
"70193","Loongana","Judaism",0
"70194","Loorana","Judaism",0
"70195","Lorinna","Judaism",0
"70196","Lottah","Judaism",0
"70197","Low Head","Judaism",0
"70198","Lower Barrington","Judaism",0
"70199","Lower Beulah","Judaism",0
"70200","Lower Longley","Judaism",0
"70201","Lower Marshes","Judaism",0
"70202","Lower Snug","Judaism",0
"70203","Lower Turners Marsh","Judaism",0
"70204","Lower Wattle Grove","Judaism",0
"70205","Lower Wilmot","Judaism",0
"70206","Loyetea","Judaism",0
"70207","Lucaston","Judaism",0
"70208","Lughrata","Judaism",0
"70209","Luina","Judaism",0
"70210","Lulworth","Judaism",0
"70211","Lunawanna","Judaism",0
"70212","Lune River","Judaism",0
"70213","Lymington","Judaism",0
"70214","Lymwood","Judaism",0
"70215","Macquarie Plains","Judaism",0
"70216","Magra","Judaism",0
"70217","Malbina","Judaism",0
"70218","Mangalore (Tas.)","Judaism",0
"70219","Mangana","Judaism",0
"70220","Margate (Tas.)","Judaism",3
"70221","Marion Bay (Tas.)","Judaism",0
"70222","Marrawah","Judaism",0
"70223","Mathinna","Judaism",0
"70224","Mawbanna","Judaism",0
"70225","Mayberry","Judaism",0
"70226","Maydena","Judaism",0
"70227","Meadowbank (Tas.)","Judaism",0
"70228","Meander","Judaism",0
"70229","Mella","Judaism",0
"70230","Melrose (Tas.)","Judaism",0
"70231","Melton Mowbray","Judaism",0
"70232","Memana","Judaism",0
"70233","Mengha","Judaism",0
"70234","Mersey Forest","Judaism",0
"70235","Merseylea","Judaism",0
"70236","Meunna","Judaism",0
"70237","Middlesex (Tas.)","Judaism",0
"70238","Middleton (Tas.)","Judaism",0
"70239","Miena","Judaism",0
"70240","Milabena","Judaism",0
"70241","Millers Bluff","Judaism",0
"70242","Moina","Judaism",0
"70243","Mole Creek","Judaism",0
"70244","Molesworth (Tas.)","Judaism",0
"70245","Moltema","Judaism",0
"70246","Montagu","Judaism",0
"70247","Montana","Judaism",0
"70248","Montumana","Judaism",0
"70249","Moogara","Judaism",0
"70250","Mooreville","Judaism",0
"70251","Moorina (Tas.)","Judaism",0
"70252","Moorleah","Judaism",0
"70253","Morass Bay","Judaism",0
"70254","Moriarty","Judaism",0
"70255","Mount Direction","Judaism",0
"70256","Mount Field","Judaism",0
"70257","Mount Hicks","Judaism",0
"70258","Mount Lloyd","Judaism",0
"70259","Mount Roland","Judaism",0
"70260","Mount Rumney","Judaism",0
"70261","Mount Seymour","Judaism",0
"70262","Mount Stuart (Tas.)","Judaism",8
"70263","Mount William","Judaism",0
"70264","Mountain River","Judaism",0
"70265","Murdunna","Judaism",0
"70266","Musselroe Bay","Judaism",0
"70267","Myalla (Tas.)","Judaism",0
"70268","Myrtle Bank (Tas.)","Judaism",0
"70269","Nabageena","Judaism",0
"70270","Nabowla","Judaism",0
"70271","Naracoopa","Judaism",0
"70272","National Park","Judaism",0
"70273","Natone","Judaism",0
"70274","Needles","Judaism",0
"70275","Neika","Judaism",0
"70276","Nelson Bay (Tas.)","Judaism",0
"70277","Nicholls Rivulet","Judaism",0
"70278","Nietta","Judaism",0
"70279","Nile","Judaism",0
"70280","Nook","Judaism",0
"70281","North Bruny","Judaism",0
"70282","North Lilydale","Judaism",0
"70283","North Motton","Judaism",0
"70284","North Scottsdale","Judaism",0
"70285","Northdown","Judaism",0
"70286","Notley Hills","Judaism",0
"70287","Nowhere Else","Judaism",0
"70288","Nubeena","Judaism",0
"70289","Nugara","Judaism",0
"70290","Nugent","Judaism",0
"70291","Nunamara","Judaism",0
"70292","Oakdowns","Judaism",5
"70293","Oaks","Judaism",0
"70294","Oatlands (Tas.)","Judaism",0
"70295","Ocean Vista","Judaism",0
"70296","Oldina","Judaism",0
"70297","Oonah","Judaism",0
"70298","Opossum Bay","Judaism",0
"70299","Orford (Tas.)","Judaism",0
"70300","Orielton","Judaism",0
"70301","Osmaston","Judaism",0
"70302","Osterley (Tas.)","Judaism",0
"70303","Otago","Judaism",0
"70304","Ouse","Judaism",0
"70305","Oyster Cove (Tas.)","Judaism",0
"70306","Palana","Judaism",0
"70307","Paloona","Judaism",0
"70308","Paradise (Tas.)","Judaism",0
"70309","Parattah","Judaism",0
"70310","Parkham","Judaism",0
"70311","Parklands (Tas.)","Judaism",0
"70312","Parrawe","Judaism",0
"70313","Patersonia","Judaism",0
"70314","Pawleena","Judaism",0
"70315","Pawtella","Judaism",0
"70316","Pearshape","Judaism",0
"70317","Pegarah","Judaism",0
"70318","Pelham (Tas.)","Judaism",0
"70319","Pelverata","Judaism",0
"70320","Penna","Judaism",0
"70321","Petcheys Bay","Judaism",0
"70322","Pioneer (Tas.)","Judaism",0
"70323","Pipers Brook","Judaism",0
"70324","Pipers River","Judaism",0
"70325","Plenty (Tas.)","Judaism",0
"70326","Poatina","Judaism",0
"70327","Police Point","Judaism",0
"70328","Pontville","Judaism",0
"70329","Pontypool","Judaism",0
"70330","Port Arthur (Tas.)","Judaism",0
"70331","Port Huon","Judaism",0
"70332","Port Latta","Judaism",0
"70333","Powranna","Judaism",0
"70334","Premaydena","Judaism",0
"70335","Preolenna","Judaism",0
"70336","Preservation Bay","Judaism",0
"70337","Preston (Tas.)","Judaism",0
"70338","Primrose Sands","Judaism",0
"70339","Promised Land","Judaism",0
"70340","Punchbowl (Tas.)","Judaism",0
"70341","Pyengana","Judaism",0
"70342","Quamby Bend","Judaism",0
"70343","Quamby Brook","Judaism",0
"70344","Queens Domain","Judaism",0
"70345","Quoiba","Judaism",0
"70346","Railton","Judaism",0
"70347","Raminea","Judaism",0
"70348","Randalls Bay","Judaism",0
"70349","Ranelagh","Judaism",0
"70350","Ranga","Judaism",0
"70351","Recherche","Judaism",0
"70352","Red Hills","Judaism",0
"70353","Redpa","Judaism",0
"70354","Reedy Marsh","Judaism",0
"70355","Reekara","Judaism",0
"70356","Relbia","Judaism",0
"70357","Renison Bell","Judaism",0
"70358","Retreat (Tas.)","Judaism",0
"70359","Reynolds Neck","Judaism",0
"70360","Rheban","Judaism",0
"70361","Rhyndaston","Judaism",0
"70362","Riana","Judaism",0
"70363","Richmond (Tas.)","Judaism",4
"70364","Ridgeway","Judaism",0
"70365","Ridgley","Judaism",0
"70366","Ringarooma","Judaism",0
"70367","Risdon","Judaism",0
"70368","Risdon Vale","Judaism",0
"70369","Robigana","Judaism",0
"70370","Rocherlea","Judaism",0
"70371","Roches Beach","Judaism",0
"70372","Rocky Cape","Judaism",0
"70373","Rocky Hills","Judaism",0
"70374","Roger River","Judaism",0
"70375","Roland","Judaism",0
"70376","Rose Bay (Tas.)","Judaism",3
"70377","Rosebery (Tas.)","Judaism",0
"70378","Rosegarland","Judaism",0
"70379","Rosevale (Tas.)","Judaism",0
"70380","Rosevears","Judaism",0
"70381","Rosny","Judaism",0
"70382","Rosny Park","Judaism",0
"70383","Ross (Tas.)","Judaism",0
"70384","Rossarden","Judaism",0
"70385","Round Hill (Tas.)","Judaism",0
"70386","Rowella","Judaism",0
"70387","Royal George","Judaism",0
"70388","Runnymede (Tas.)","Judaism",0
"70389","Rushy Lagoon","Judaism",0
"70390","Saltwater River","Judaism",0
"70391","Sandfly","Judaism",0
"70392","Sandford (Tas.)","Judaism",0
"70393","Sassafras (Tas.)","Judaism",0
"70394","Savage River","Judaism",0
"70395","Scamander","Judaism",0
"70396","Scopus","Judaism",0
"70397","Scotchtown","Judaism",0
"70398","Scottsdale","Judaism",0
"70399","Sea Elephant","Judaism",0
"70400","Selbourne","Judaism",0
"70401","Seymour (Tas.)","Judaism",0
"70402","Shannon (Tas.)","Judaism",0
"70403","Shearwater","Judaism",6
"70404","Sheffield","Judaism",0
"70405","Shorewell Park","Judaism",0
"70406","Sidmouth","Judaism",0
"70407","Simpsons Bay","Judaism",0
"70408","Sisters Beach","Judaism",0
"70409","Sisters Creek","Judaism",0
"70410","Sloping Main","Judaism",0
"70411","Snug","Judaism",0
"70412","Sorell","Judaism",3
"70413","Sorell Creek","Judaism",0
"70414","South Arm (Tas.)","Judaism",0
"70415","South Bruny","Judaism",0
"70416","South Burnie","Judaism",0
"70417","South Forest","Judaism",0
"70418","South Mount Cameron","Judaism",0
"70419","South Nietta","Judaism",0
"70420","South Preston","Judaism",0
"70421","South Riana","Judaism",0
"70422","South Spreyton","Judaism",0
"70423","South Springfield","Judaism",0
"70424","Southport (Tas.)","Judaism",0
"70425","Southport Lagoon","Judaism",0
"70426","Southwest","Judaism",0
"70427","Spalford","Judaism",0
"70428","Sprent","Judaism",0
"70429","Spreyton","Judaism",0
"70430","Spring Beach","Judaism",0
"70431","Springfield (Tas.)","Judaism",0
"70432","Squeaking Point","Judaism",0
"70433","St Leonards (Tas.)","Judaism",0
"70434","Stanley (Tas.)","Judaism",0
"70435","Staverton","Judaism",0
"70436","Steppes","Judaism",0
"70437","Stieglitz","Judaism",0
"70438","Stonehenge (Tas.)","Judaism",0
"70439","Stonor","Judaism",0
"70440","Stony Head","Judaism",0
"70441","Stoodley","Judaism",0
"70442","Stormlea","Judaism",0
"70443","Stowport","Judaism",0
"70444","Strahan","Judaism",0
"70445","Strathblane","Judaism",0
"70446","Strickland","Judaism",0
"70447","Strzelecki (Tas.)","Judaism",0
"70448","Styx","Judaism",0
"70449","Sulphur Creek","Judaism",0
"70450","Sunnyside (Tas.)","Judaism",0
"70451","Surges Bay","Judaism",0
"70452","Surprise Bay","Judaism",0
"70453","Surveyors Bay","Judaism",0
"70454","Swan Bay (Tas.)","Judaism",0
"70455","Swan Point","Judaism",0
"70456","Swansea (Tas.)","Judaism",0
"70457","Swanston","Judaism",0
"70458","Table Cape","Judaism",0
"70459","Takone","Judaism",0
"70460","Talawa","Judaism",0
"70461","Taranna","Judaism",0
"70462","Targa","Judaism",0
"70463","Tarraleah","Judaism",0
"70464","Tayene","Judaism",0
"70465","Tea Tree","Judaism",0
"70466","Telita","Judaism",0
"70467","Temma","Judaism",0
"70468","Tewkesbury","Judaism",0
"70469","The Gardens (Tas.)","Judaism",0
"70470","Thirlstane","Judaism",0
"70471","Tiberias","Judaism",0
"70472","Tinderbox","Judaism",0
"70473","Tods Corner","Judaism",0
"70474","Togari","Judaism",0
"70475","Toiberry","Judaism",0
"70476","Tomahawk","Judaism",0
"70477","Tonganah","Judaism",0
"70478","Tooms Lake","Judaism",0
"70479","Travellers Rest","Judaism",0
"70480","Trenah","Judaism",0
"70481","Trevallyn","Judaism",5
"70482","Triabunna","Judaism",0
"70483","Trial Harbour","Judaism",0
"70484","Trowutta","Judaism",0
"70485","Tugrah","Judaism",0
"70486","Tulendeena","Judaism",0
"70487","Tullah","Judaism",0
"70488","Tunbridge","Judaism",0
"70489","Tunnack","Judaism",0
"70490","Tunnel","Judaism",0
"70491","Turners Beach","Judaism",0
"70492","Turners Marsh","Judaism",0
"70493","Tyenna (Tas.)","Judaism",0
"70494","Underwood (Tas.)","Judaism",0
"70495","Upper Blessington","Judaism",0
"70496","Upper Castra","Judaism",0
"70497","Upper Esk","Judaism",0
"70498","Upper Natone","Judaism",0
"70499","Upper Scamander","Judaism",0
"70500","Upper Stowport","Judaism",0
"70501","Upper Woodstock","Judaism",0
"70502","Uxbridge","Judaism",0
"70503","Verona Sands","Judaism",0
"70504","Victoria Valley (Tas.)","Judaism",0
"70505","Waddamana","Judaism",0
"70506","Walls Of Jerusalem","Judaism",0
"70507","Waratah (Tas.)","Judaism",0
"70508","Warrentinna","Judaism",0
"70509","Waterhouse","Judaism",0
"70510","Waterloo (Tas.)","Judaism",0
"70511","Wattle Grove (Tas.)","Judaism",0
"70512","Wattle Hill (Tas.)","Judaism",0
"70513","Wayatinah","Judaism",0
"70514","Weegena","Judaism",0
"70515","Weetah","Judaism",0
"70516","Weldborough","Judaism",0
"70517","Wellington Park","Judaism",0
"70518","Wesley Vale","Judaism",0
"70519","West Coast","Judaism",0
"70520","West Kentish","Judaism",0
"70521","West Montagu","Judaism",0
"70522","West Mooreville","Judaism",0
"70523","West Pine","Judaism",0
"70524","West Ridgley","Judaism",0
"70525","West Scottsdale","Judaism",0
"70526","West Takone","Judaism",0
"70527","Western Creek (Tas.)","Judaism",0
"70528","Western Junction","Judaism",0
"70529","Westerway","Judaism",0
"70530","Westwood (Tas.)","Judaism",0
"70531","Weymouth","Judaism",0
"70532","White Beach","Judaism",0
"70533","White Hills (Tas.)","Judaism",0
"70534","Whitefoord","Judaism",0
"70535","Whitemark","Judaism",0
"70536","Whitemore","Judaism",0
"70537","Wickham (Tas.)","Judaism",0
"70538","Wilburville","Judaism",0
"70539","Wilmot","Judaism",0
"70540","Wiltshire","Judaism",0
"70541","Windermere (Tas.)","Judaism",0
"70542","Wingaroo","Judaism",0
"70543","Winkleigh","Judaism",0
"70544","Winnaleah","Judaism",0
"70545","Wivenhoe","Judaism",0
"70546","Woodbridge (Tas.)","Judaism",0
"70547","Woodbury (Tas.)","Judaism",0
"70548","Woodsdale","Judaism",0
"70549","Woodstock (Tas.)","Judaism",0
"70550","Woolnorth","Judaism",0
"70551","Wyena","Judaism",0
"70552","Yambacoona","Judaism",0
"70553","Yarra Creek","Judaism",0
"70554","Yolla","Judaism",0
"70555","York Plains (Tas.)","Judaism",0
"70556","York Town","Judaism",0
"70557","Zeehan","Judaism",0
"70558","Migratory - Offshore - Shipping (Tas.)","Judaism",0
"70559","Acacia Hills (NT)","Judaism",0
"70560","Adelaide River","Judaism",0
"70561","Ali Curung","Judaism",0
"70562","Alice Springs","Judaism",0
"70563","Alpurrurulam","Judaism",0
"70564","Amoonguna","Judaism",0
"70565","Ampilatwatja","Judaism",0
"70566","Anatye","Judaism",0
"70567","Angurugu","Judaism",0
"70568","Anindilyakwa","Judaism",0
"70569","Anmatjere","Judaism",0
"70570","Archer","Judaism",0
"70571","Areyonga","Judaism",0
"70572","Arnold (NT)","Judaism",0
"70573","Arumbera","Judaism",0
"70574","Atitjere","Judaism",0
"70575","Baines","Judaism",0
"70576","Batchelor","Judaism",0
"70577","Bees Creek","Judaism",0
"70578","Belyuen","Judaism",0
"70579","Berry Springs","Judaism",0
"70580","Beswick","Judaism",0
"70581","Beswick Creek","Judaism",0
"70582","Binjari","Judaism",0
"70583","Birdum","Judaism",0
"70584","Black Jungle","Judaism",0
"70585","Blackmore","Judaism",0
"70586","Borroloola","Judaism",0
"70587","Bradshaw","Judaism",0
"70588","Buchanan (NT)","Judaism",0
"70589","Buffalo Creek","Judaism",0
"70590","Bulman Weemol","Judaism",0
"70591","Burrundie","Judaism",0
"70592","Burt Plain","Judaism",0
"70593","Bynoe","Judaism",0
"70594","Bynoe Harbour","Judaism",0
"70595","Calvert (NT)","Judaism",0
"70596","Camp Creek (NT)","Judaism",0
"70597","Canteen Creek","Judaism",0
"70598","Channel Island","Judaism",0
"70599","Charles Darwin","Judaism",0
"70600","Charlotte","Judaism",0
"70601","Chilla Well","Judaism",0
"70602","Ciccone","Judaism",0
"70603","Claravale","Judaism",0
"70604","Cobourg","Judaism",0
"70605","Collett Creek","Judaism",0
"70606","Connellan","Judaism",0
"70607","Coolalinga","Judaism",0
"70608","Coomalie Creek","Judaism",0
"70609","Coonawarra (NT)","Judaism",0
"70610","Cossack (NT)","Judaism",0
"70611","Costello","Judaism",0
"70612","Cox Peninsula","Judaism",0
"70613","Creswell","Judaism",0
"70614","Daguragu","Judaism",0
"70615","Daly","Judaism",0
"70616","Daly River","Judaism",0
"70617","Daly Waters","Judaism",0
"70618","Darwin River","Judaism",0
"70619","Darwin River Dam","Judaism",0
"70620","Davenport (NT)","Judaism",0
"70621","Delamere (NT)","Judaism",0
"70622","Douglas-Daly","Judaism",0
"70623","Dundee Beach","Judaism",0
"70624","Dundee Downs","Judaism",0
"70625","Dundee Forest","Judaism",0
"70626","East Arm","Judaism",0
"70627","East Arnhem","Judaism",0
"70628","East Point","Judaism",0
"70629","Eaton (NT)","Judaism",0
"70630","Edith (NT)","Judaism",0
"70631","Elliott (NT)","Judaism",0
"70632","Elrundie","Judaism",0
"70633","Elsey","Judaism",0
"70634","Emungalan","Judaism",0
"70635","Engawala","Judaism",0
"70636","Eva Valley","Judaism",0
"70637","Finke","Judaism",0
"70638","Finniss Valley","Judaism",0
"70639","Florina","Judaism",0
"70640","Fly Creek","Judaism",0
"70641","Flying Fox (NT)","Judaism",0
"70642","Flynn (NT)","Judaism",0
"70643","Freds Pass","Judaism",0
"70644","Galiwinku","Judaism",0
"70645","Gapuwiyak","Judaism",0
"70646","Ghan","Judaism",0
"70647","Girraween (NT)","Judaism",0
"70648","Glyde Point","Judaism",0
"70649","Gregory (NT)","Judaism",0
"70650","Gulung Mardrulk","Judaism",0
"70651","Gunbalanya","Judaism",0
"70652","Gunn Point","Judaism",0
"70653","Gunyangara","Judaism",0
"70654","Gurindji","Judaism",0
"70655","Haasts Bluff","Judaism",0
"70656","Hale","Judaism",0
"70657","Hart (NT)","Judaism",0
"70658","Hermannsburg","Judaism",0
"70659","Hidden Valley (NT)","Judaism",0
"70660","Holmes","Judaism",0
"70661","Hotham","Judaism",0
"70662","Hugh","Judaism",0
"70663","Hughes (NT)","Judaism",0
"70664","Imanpa","Judaism",0
"70665","Irlpme","Judaism",0
"70666","Jilkminggan","Judaism",0
"70667","Kakadu","Judaism",0
"70668","Kalkarindji","Judaism",0
"70669","Kaltukatjara","Judaism",0
"70670","Kilgariff","Judaism",0
"70671","Kintore","Judaism",0
"70672","Koolpinyah","Judaism",0
"70673","Kunparrka","Judaism",0
"70674","Lajamanu","Judaism",0
"70675","Lake Bennett","Judaism",0
"70676","Lake Mackay","Judaism",0
"70677","Lambells Lagoon","Judaism",0
"70678","Lansdowne (NT)","Judaism",0
"70679","Laramba","Judaism",0
"70680","Larrimah","Judaism",0
"70681","Lee Point","Judaism",0
"70682","Limmen","Judaism",0
"70683","Litchfield Park","Judaism",0
"70684","Livingstone","Judaism",0
"70685","Lloyd Creek","Judaism",0
"70686","Manbulloo","Judaism",0
"70687","Mandorah","Judaism",0
"70688","Maningrida","Judaism",0
"70689","Manton (NT)","Judaism",0
"70690","Maranunga","Judaism",0
"70691","Margaret River (NT)","Judaism",0
"70692","Marlow Lagoon","Judaism",0
"70693","Marrakai","Judaism",0
"70694","Mataranka","Judaism",0
"70695","McArthur","Judaism",0
"70696","McMinns Lagoon","Judaism",0
"70697","Mereenie","Judaism",0
"70698","Micket Creek","Judaism",0
"70699","Middle Point","Judaism",0
"70700","Milikapiti","Judaism",0
"70701","Milingimbi","Judaism",0
"70702","Milyakburra","Judaism",0
"70703","Miniyeri","Judaism",0
"70704","Minjilang","Judaism",0
"70705","Mitchell (NT)","Judaism",0
"70706","Mount Bundey","Judaism",0
"70707","Mount Liebig","Judaism",0
"70708","Mount Zeil","Judaism",0
"70709","Murrumujuk","Judaism",0
"70710","Mutitjulu","Judaism",0
"70711","Namatjira","Judaism",0
"70712","Nauiyu","Judaism",0
"70713","Nemarluk","Judaism",0
"70714","Newcastle Waters","Judaism",0
"70715","Nganmarriyanga","Judaism",0
"70716","Ngukurr","Judaism",0
"70717","Nicholson (NT)","Judaism",0
"70718","Nitmiluk","Judaism",0
"70719","Noonamah","Judaism",0
"70720","Numburindi","Judaism",0
"70721","Nyirripi","Judaism",0
"70722","Palmerston City","Judaism",0
"70723","Pamayu","Judaism",0
"70724","Papunya","Judaism",0
"70725","Pellew Islands","Judaism",0
"70726","Peppimenarti","Judaism",0
"70727","Petermann","Judaism",0
"70728","Pigeon Hole","Judaism",0
"70729","Pine Creek (NT)","Judaism",0
"70730","Pinelands (NT)","Judaism",0
"70731","Pirlangimpi","Judaism",0
"70732","Point Stuart","Judaism",0
"70733","Rakula","Judaism",0
"70734","Ramingining","Judaism",0
"70735","Ranken","Judaism",0
"70736","Robin Falls","Judaism",0
"70737","Robinson River","Judaism",0
"70738","Rum Jungle","Judaism",0
"70739","Sandover","Judaism",0
"70740","Santa Teresa","Judaism",0
"70741","Shoal Bay (NT)","Judaism",0
"70742","Simpson (NT)","Judaism",0
"70743","Southport (NT)","Judaism",0
"70744","Stapleton","Judaism",0
"70745","Stuart (NT)","Judaism",0
"70746","Sturt Plateau","Judaism",0
"70747","Tablelands (NT)","Judaism",0
"70748","Tanami (NT)","Judaism",0
"70749","Tanami East","Judaism",0
"70750","Tara (NT)","Judaism",0
"70751","Thamarrurr","Judaism",0
"70752","Ti Tree","Judaism",0
"70753","Timber Creek","Judaism",0
"70754","Tipperary (NT)","Judaism",0
"70755","Titjikala","Judaism",0
"70756","Tivendale","Judaism",0
"70757","Tiwi Islands","Judaism",0
"70758","Top Springs","Judaism",0
"70759","Tortilla Flats","Judaism",0
"70760","Tumbling Waters","Judaism",0
"70761","Umbakumba","Judaism",0
"70762","Undoolya","Judaism",0
"70763","Uralla (NT)","Judaism",0
"70764","Van Diemen Gulf","Judaism",0
"70765","Venn","Judaism",0
"70766","Vernon Islands","Judaism",0
"70767","Victoria River","Judaism",0
"70768","Virginia (NT)","Judaism",0
"70769","Wadeye","Judaism",0
"70770","Wagait Beach","Judaism",0
"70771","Wak Wak","Judaism",0
"70772","Wallace Rockhole","Judaism",0
"70773","Warruwi","Judaism",0
"70774","Warumungu","Judaism",0
"70775","Weddell","Judaism",0
"70776","West Arnhem","Judaism",0
"70777","White Gums","Judaism",0
"70778","Wickham (NT)","Judaism",0
"70779","Willowra","Judaism",0
"70780","Wilora","Judaism",0
"70781","Wilton (NT)","Judaism",0
"70782","Winnellie","Judaism",0
"70783","Wishart (NT)","Judaism",0
"70784","Wurrumiyanga","Judaism",0
"70785","Wutunugurra","Judaism",0
"70786","Yarralin","Judaism",0
"70787","Yarrawonga (NT)","Judaism",0
"70788","Yirrkala","Judaism",0
"70789","Yuelamu","Judaism",0
"70790","Yuendumu","Judaism",0
"70791","Migratory - Offshore - Shipping (NT)","Judaism",0
"70792","ACT Remainder - Belconnen","Judaism",0
"70793","ACT Remainder - Booth","Judaism",0
"70794","ACT Remainder - Coree","Judaism",0
"70795","ACT Remainder - Cotter River","Judaism",0
"70796","ACT Remainder - Gungahlin","Judaism",0
"70797","ACT Remainder - Hall","Judaism",0
"70798","ACT Remainder - Jerrabomberra","Judaism",0
"70799","ACT Remainder - Kowen","Judaism",0
"70800","ACT Remainder - Majura","Judaism",0
"70801","ACT Remainder - Molonglo Valley","Judaism",0
"70802","ACT Remainder - Paddys River","Judaism",0
"70803","ACT Remainder - Rendezvous Creek","Judaism",0
"70804","ACT Remainder - Stromlo","Judaism",0
"70805","ACT Remainder - Tuggeranong","Judaism",0
"70806","ACT Remainder - Weston Creek","Judaism",0
"70807","Aranda","Judaism",12
"70808","Barton","Judaism",19
"70809","Beard","Judaism",0
"70810","Canberra Airport","Judaism",0
"70811","Capital Hill","Judaism",0
"70812","Denman Prospect","Judaism",0
"70813","Fyshwick","Judaism",0
"70814","Giralang","Judaism",27
"70815","Hackett","Judaism",22
"70816","Hall","Judaism",0
"70817","Hume","Judaism",0
"70818","Lawson (ACT)","Judaism",0
"70819","Mitchell (ACT)","Judaism",0
"70820","Molonglo","Judaism",0
"70821","Oaks Estate","Judaism",0
