"","V1","SSC","variable","value"
"31130","113763","Queenscliff (Vic.)","Truck",3
"31131","113765","Rainbow","Truck",5
"31132","113775","Red Cliffs","Truck",18
"31133","113776","Red Hill (Vic.)","Truck",3
"31134","113777","Red Hill South","Truck",5
"31135","113779","Redan","Truck",8
"31136","113788","Research","Truck",14
"31137","113800","Riddells Creek","Truck",12
"31138","113802","Ringwood (Vic.)","Truck",41
"31139","113804","Ringwood North","Truck",32
"31140","113806","Rippleside","Truck",4
"31141","113811","Robinvale","Truck",4
"31142","113812","Rochester (Vic.)","Truck",10
"31143","113814","Rockbank","Truck",19
"31144","113821","Romsey","Truck",28
"31145","113826","Rosebud","Truck",47
"31146","113827","Rosebud West","Truck",12
"31147","113828","Rosedale (Vic.)","Truck",8
"31148","113832","Ross Creek (Vic.)","Truck",9
"31149","113836","Rowville","Truck",88
"31150","113837","Roxburgh Park","Truck",67
"31151","113843","Rupanyup","Truck",3
"31152","113846","Rutherglen","Truck",4
"31153","113849","Rye","Truck",43
"31154","113851","Safety Beach (Vic.)","Truck",17
"31155","113853","Sailors Gully","Truck",3
"31156","113858","San Remo (Vic.)","Truck",3
"31157","113867","Sarsfield","Truck",7
"31158","113870","Scarsdale","Truck",3
"31159","113871","Scoresby","Truck",18
"31160","113873","Scotsburn","Truck",4
"31161","113875","Sea Lake","Truck",3
"31162","113878","Seaford (Vic.)","Truck",43
"31163","113884","Sebastopol (Vic.)","Truck",17
"31164","113887","Selby","Truck",5
"31165","113892","Seville","Truck",19
"31166","113893","Seville East","Truck",6
"31167","113894","Seymour (Vic.)","Truck",25
"31168","113900","Shelbourne","Truck",5
"31169","113904","Shepparton","Truck",43
"31170","113905","Shepparton East","Truck",7
"31171","113910","Silvan","Truck",9
"31172","113912","Simpson (Vic.)","Truck",3
"31173","113919","Skipton","Truck",4
"31174","113920","Skye (Vic.)","Truck",37
"31175","113927","Smythes Creek","Truck",4
"31176","113928","Smythesdale","Truck",4
"31177","113930","Snake Valley","Truck",5
"31178","113932","Somers","Truck",3
"31179","113934","Somerville (Vic.)","Truck",80
"31180","113935","Sorrento (Vic.)","Truck",5
"31181","113940","South Morang","Truck",95
"31182","113941","South Purrumbete","Truck",5
"31183","113945","Southern Cross (Vic.)","Truck",3
"31184","113949","Spring Gully (Vic.)","Truck",6
"31185","113955","Springhurst","Truck",4
"31186","113957","Springvale (Vic.)","Truck",73
"31187","113958","Springvale South","Truck",43
"31188","113959","St Albans (Vic.)","Truck",94
"31189","113960","St Albans Park","Truck",16
"31190","113961","St Andrews (Vic.)","Truck",9
"31191","113962","St Andrews Beach","Truck",6
"31192","113963","St Arnaud","Truck",16
"31193","113968","St Helena","Truck",4
"31194","113978","Staghorn Flat","Truck",10
"31195","113979","Stanhope (Vic.)","Truck",8
"31196","113983","Stawell","Truck",22
"31197","113984","Steels Creek","Truck",7
"31198","113993","Stony Creek (South Gippsland - Vic.)","Truck",5
"31199","113998","Stratford (Vic.)","Truck",13
"31200","114002","Strathdale","Truck",10
"31201","114003","Strathdownie","Truck",3
"31202","114005","Strathfieldsaye","Truck",8
"31203","114008","Strathmerton","Truck",5
"31204","114010","Strathmore Heights","Truck",4
"31205","114015","Sugarloaf Creek","Truck",3
"31206","114017","Sulky","Truck",4
"31207","114019","Sunbury","Truck",145
"31208","114020","Sunday Creek","Truck",4
"31209","114024","Sunshine North","Truck",31
"31210","114025","Sunshine West","Truck",35
"31211","114033","Swan Hill","Truck",19
"31212","114037","Swan Reach (Vic.)","Truck",4
"31213","114042","Sydenham (Vic.)","Truck",36
"31214","114054","Tallangatta","Truck",8
"31215","114058","Tallarook","Truck",3
"31216","114059","Tallygaroopna","Truck",5
"31217","114069","Tangambalanga","Truck",3
"31218","114072","Tanjil South","Truck",5
"31219","114075","Taradale (Vic.)","Truck",5
"31220","114079","Tarneit","Truck",105
"31221","114086","Tarrawingee","Truck",4
"31222","114093","Tarwin Lower","Truck",5
"31223","114095","Tatura","Truck",23
"31224","114098","Tawonga","Truck",5
"31225","114101","Taylors Hill","Truck",57
"31226","114102","Taylors Lakes","Truck",52
"31227","114104","Tecoma","Truck",7
"31228","114107","Teesdale (Vic.)","Truck",20
"31229","114108","Telangatuk East","Truck",5
"31230","114114","Tenby Point","Truck",7
"31231","114116","Terang","Truck",16
"31232","114124","The Basin (Vic.)","Truck",29
"31233","114129","The Patch","Truck",7
"31234","114132","Thomastown","Truck",72
"31235","114138","Thorpdale","Truck",3
"31236","114141","Three Bridges","Truck",3
"31237","114143","Timboon","Truck",9
"31238","114145","Timmering","Truck",5
"31239","114155","Tongala","Truck",6
"31240","114158","Tonimbuk","Truck",4
"31241","114161","Toolamba","Truck",5
"31242","114163","Toolangi","Truck",4
"31243","114164","Toolern Vale","Truck",10
"31244","114168","Toolong","Truck",3
"31245","114170","Toongabbie (Vic.)","Truck",8
"31246","114171","Toora (Vic.)","Truck",3
"31247","114173","Tooradin","Truck",18
"31248","114177","Tootgarook","Truck",19
"31249","114178","Torquay (Vic.)","Truck",26
"31250","114192","Trafalgar (Vic.)","Truck",18
"31251","114193","Trafalgar East","Truck",3
"31252","114196","Traralgon","Truck",38
"31253","114197","Traralgon East","Truck",11
"31254","114204","Trentham","Truck",7
"31255","114211","Tuerong","Truck",3
"31256","114213","Tullamarine","Truck",24
"31257","114221","Tyabb","Truck",27
"31258","114223","Tyers","Truck",18
"31259","114225","Tynong","Truck",6
"31260","114226","Tynong North","Truck",7
"31261","114241","Upper Ferntree Gully","Truck",17
"31262","114243","Upper Lurg","Truck",3
"31263","114244","Upper Plenty","Truck",5
"31264","114247","Upwey","Truck",16
"31265","114252","Ventnor (Vic.)","Truck",5
"31266","114253","Venus Bay (Vic.)","Truck",4
"31267","114262","Violet Town","Truck",6
"31268","114266","Waaia","Truck",3
"31269","114271","Wahgunyah","Truck",4
"31270","114277","Waldara","Truck",9
"31271","114283","Wallace","Truck",4
"31272","114288","Wallan","Truck",59
"31273","114290","Wallington","Truck",16
"31274","114297","Wandella (Vic.)","Truck",4
"31275","114299","Wandin East","Truck",13
"31276","114300","Wandin North","Truck",31
"31277","114303","Wandong","Truck",12
"31278","114307","Wangaratta (Vic.)","Truck",33
"31279","114308","Wangaratta South","Truck",3
"31280","114310","Wangoom","Truck",4
"31281","114312","Wantirna","Truck",48
"31282","114316","Warburton (Vic.)","Truck",9
"31283","114324","Warracknabeal","Truck",6
"31284","114325","Warragul","Truck",50
"31285","114329","Warrandyte","Truck",23
"31286","114330","Warrandyte South","Truck",9
"31287","114331","Warranwood","Truck",22
"31288","114333","Warrenbayne","Truck",3
"31289","114334","Warrenheip","Truck",8
"31290","114337","Warrnambool","Truck",61
"31291","114349","Watsonia North","Truck",13
"31292","114351","Wattle Bank","Truck",4
"31293","114354","Wattle Glen","Truck",9
"31294","114356","Waubra","Truck",3
"31295","114357","Waurn Ponds","Truck",14
"31296","114360","Wedderburn (Vic.)","Truck",5
"31297","114371","Wendouree","Truck",22
"31298","114376","Werribee","Truck",116
"31299","114377","Werribee South","Truck",14
"31300","114379","Wesburn","Truck",11
"31301","114384","West Wodonga","Truck",48
"31302","114387","Westmeadows","Truck",22
"31303","114390","Wharparilla","Truck",5
"31304","114395","White Hills (Vic.)","Truck",12
"31305","114396","Whiteheads Creek","Truck",4
"31306","114400","Whittington","Truck",8
"31307","114401","Whittlesea","Truck",46
"31308","114403","Whorouly","Truck",7
"31309","114414","Willaura","Truck",8
"31310","114425","Wilsons Hill","Truck",3
"31311","114427","Wimbledon Heights","Truck",3
"31312","114428","Winchelsea","Truck",8
"31313","114430","Windermere (Vic.)","Truck",4
"31314","114439","Winslow","Truck",9
"31315","114443","Wiseleigh","Truck",3
"31316","114444","Wodonga","Truck",53
"31317","114445","Wollert","Truck",36
"31318","114450","Wonga Park","Truck",17
"31319","114454","Wonthaggi","Truck",18
"31320","114458","Woodend (Vic.)","Truck",15
"31321","114461","Woodford (Vic.)","Truck",6
"31322","114466","Woodside (Vic.)","Truck",5
"31323","114471","Woodvale (Vic.)","Truck",3
"31324","114476","Woolsthorpe","Truck",3
"31325","114482","Woori Yallock","Truck",17
"31326","114483","Woorinen","Truck",5
"31327","114500","Wurruk","Truck",10
"31328","114501","Wy Yung","Truck",7
"31329","114502","Wycheproof","Truck",3
"31330","114514","Yackandandah","Truck",6
"31331","114519","Yallourn North","Truck",4
"31332","114531","Yannathan","Truck",4
"31333","114535","Yarra Glen","Truck",23
"31334","114536","Yarra Junction","Truck",17
"31335","114538","Yarragon","Truck",9
"31336","114540","Yarram","Truck",3
"31337","114541","Yarrambat","Truck",26
"31338","114543","Yarrawalla","Truck",3
"31339","114544","Yarrawonga (Vic.)","Truck",26
"31340","114546","Yarroweyah","Truck",5
"31341","114549","Yea","Truck",5
"31342","114550","Yellingbo","Truck",3
"31343","114552","Yendon","Truck",3
"31344","114559","Yinnar","Truck",3
"31345","114575","Abergowrie","Truck",3
"31346","114578","Acacia Ridge","Truck",30
"31347","114580","Adare","Truck",15
"31348","114582","Adelaide Park","Truck",4
"31349","114583","Advancetown","Truck",6
"31350","114585","Agnes Water","Truck",6
"31351","114586","Airdmillan","Truck",3
"31352","114588","Airville","Truck",5
"31353","114589","Aitkenvale","Truck",9
"31354","114591","Albany Creek","Truck",59
"31355","114593","Alberton (Qld)","Truck",10
"31356","114598","Aldershot","Truck",3
"31357","114600","Alexandra (Qld)","Truck",5
"31358","114601","Alexandra Headland","Truck",8
"31359","114602","Alexandra Hills","Truck",96
"31360","114603","Algester","Truck",33
"31361","114605","Alice River","Truck",18
"31362","114606","Allan","Truck",3
"31363","114608","Allenstown","Truck",10
"31364","114610","Alligator Creek (Mackay - Qld)","Truck",5
"31365","114611","Alligator Creek (Townsville - Qld)","Truck",6
"31366","114612","Allora","Truck",18
"31367","114613","Alloway","Truck",3
"31368","114615","Aloomba","Truck",3
"31369","114616","Alpha","Truck",4
"31370","114618","Alton Downs","Truck",15
"31371","114619","Alva","Truck",3
"31372","114620","Amamoor","Truck",4
"31373","114627","Amiens","Truck",6
"31374","114629","Andergrove","Truck",19
"31375","114633","Annandale (Qld)","Truck",16
"31376","114635","Anstead","Truck",15
"31377","114636","Anthony","Truck",4
"31378","114638","Apple Tree Creek","Truck",4
"31379","114641","Araluen (Qld)","Truck",12
"31380","114642","Aramac","Truck",3
"31381","114644","Arana Hills","Truck",28
"31382","114646","Aratula (Qld)","Truck",4
"31383","114651","Archerfield","Truck",6
"31384","114655","Armstrong Beach","Truck",3
"31385","114656","Armstrong Creek (Qld)","Truck",6
"31386","114657","Aroona","Truck",17
"31387","114659","Arundel","Truck",23
"31388","114662","Ashfield (Qld)","Truck",5
"31389","114664","Ashmore","Truck",40
"31390","114666","Aspley","Truck",36
"31391","114667","Atherton","Truck",32
"31392","114668","Athol","Truck",5
"31393","114670","Aubigny","Truck",7
"31394","114673","Augathella","Truck",9
"31395","114674","Augustine Heights","Truck",19
"31396","114677","Avenell Heights","Truck",19
"31397","114678","Avoca (Qld)","Truck",12
"31398","114680","Avondale (Qld)","Truck",7
"31399","114681","Ayr","Truck",78
"31400","114682","Babinda (Qld)","Truck",8
"31401","114683","Back Plains","Truck",3
"31402","114687","Bahrs Scrub","Truck",13
"31403","114688","Bajool","Truck",6
"31404","114690","Bakers Creek (Qld)","Truck",11
"31405","114692","Balberra","Truck",3
"31406","114694","Bald Hills (Qld)","Truck",24
"31407","114696","Balgal Beach","Truck",3
"31408","114698","Ball Bay","Truck",3
"31409","114704","Balmoral Ridge","Truck",3
"31410","114705","Balnagowan","Truck",6
"31411","114707","Bambaroo","Truck",3
"31412","114712","Banana","Truck",4
"31413","114718","Banksia Beach","Truck",19
"31414","114719","Bannockburn (Qld)","Truck",6
"31415","114720","Banyo","Truck",28
"31416","114721","Bapaume","Truck",3
"31417","114723","Baralaba","Truck",5
"31418","114725","Barcaldine","Truck",9
"31419","114729","Barellan Point","Truck",14
"31420","114730","Bargara","Truck",25
"31421","114735","Barlows Hill","Truck",6
"31422","114737","Barmaryee","Truck",11
"31423","114750","Bartle Frere","Truck",3
"31424","114754","Basin Pocket","Truck",4
"31425","114755","Battery Hill","Truck",7
"31426","114757","Bauple","Truck",5
"31427","114760","Bayview Heights","Truck",23
"31428","114762","Beachmere","Truck",24
"31429","114763","Beaconsfield (Qld)","Truck",14
"31430","114765","Beaudesert","Truck",41
"31431","114770","Beecher","Truck",3
"31432","114771","Beechmont","Truck",3
"31433","114775","Beenleigh","Truck",36
"31434","114776","Beerburrum","Truck",3
"31435","114778","Beerwah","Truck",45
"31436","114783","Belivah","Truck",4
"31437","114784","Bell (Qld)","Truck",3
"31438","114786","Bellara","Truck",15
"31439","114787","Bellbird Park","Truck",32
"31440","114788","Bellbowrie","Truck",14
"31441","114792","Belli Park","Truck",3
"31442","114793","Bellmere","Truck",37
"31443","114797","Belmont (Qld)","Truck",21
"31444","114799","Belvedere","Truck",3
"31445","114801","Bemerside","Truck",5
"31446","114803","Benaraby","Truck",4
"31447","114808","Benowa","Truck",19
"31448","114809","Bentley Park","Truck",28
"31449","114811","Berat","Truck",6
"31450","114813","Berrinba","Truck",9
"31451","114814","Berserker","Truck",26
"31452","114815","Bethania","Truck",25
"31453","114816","Biarra","Truck",4
"31454","114817","Biboohra","Truck",3
"31455","114820","Bidwill (Qld)","Truck",3
"31456","114822","Biggera Waters","Truck",20
"31457","114823","Bilinga","Truck",11
"31458","114825","Biloela","Truck",13
"31459","114834","Birkdale","Truck",63
"31460","114837","Birtinya","Truck",4
"31461","114839","Black Jack","Truck",3
"31462","114840","Black Mountain (Qld)","Truck",9
"31463","114841","Black River (Qld)","Truck",22
"31464","114843","Blackall","Truck",6
"31465","114845","Blackbutt (Qld)","Truck",4
"31466","114849","Blackrock","Truck",3
"31467","114850","Blacks Beach","Truck",12
"31468","114852","Blackstone","Truck",10
"31469","114854","Blackwater","Truck",12
"31470","114860","Bli Bli","Truck",52
"31471","114862","Bloomsbury","Truck",6
"31472","114864","Blue Mountain Heights","Truck",8
"31473","114865","Bluewater","Truck",7
"31474","114866","Bluewater Park","Truck",6
"31475","114873","Bohle Plains","Truck",3
"31476","114875","Bokarina","Truck",8
"31477","114877","Bollon","Truck",5
"31478","114881","Bondoola","Truck",6
"31479","114882","Bongaree","Truck",19
"31480","114883","Bongeen","Truck",3
"31481","114885","Bonogin","Truck",32
"31482","114890","Booie","Truck",9
"31483","114894","Boonah (Qld)","Truck",14
"31484","114897","Boondall","Truck",42
"31485","114902","Booral (Qld)","Truck",15
"31486","114906","Booyal","Truck",4
"31487","114909","Boronia Heights","Truck",44
"31488","114910","Bororen","Truck",5
"31489","114912","Bouldercombe","Truck",20
"31490","114913","Boulia","Truck",10
"31491","114915","Bowen","Truck",47
"31492","114918","Boyland","Truck",13
"31493","114926","Bracken Ridge","Truck",75
"31494","114927","Braemeadows","Truck",4
"31495","114932","Brandon","Truck",13
"31496","114934","Branyan","Truck",36
"31497","114935","Brassall","Truck",36
"31498","114936","Bray Park (Qld)","Truck",43
"31499","114942","Bridgeman Downs","Truck",32
"31500","114943","Bridges","Truck",10
"31501","114945","Brightly","Truck",4
"31502","114946","Brighton (Qld)","Truck",47
"31503","114947","Brightview","Truck",6
"31504","114950","Brinsmead","Truck",12
"31505","114954","Broadbeach Waters","Truck",33
"31506","114959","Brookfield (Qld)","Truck",12
"31507","114961","Brooklands","Truck",3
"31508","114962","Brookstead","Truck",4
"31509","114964","Brooloo","Truck",4
"31510","114968","Browns Plains (Qld)","Truck",37
"31511","114973","Buaraba","Truck",5
"31512","114975","Bucasia","Truck",18
"31513","114976","Bucca (Qld)","Truck",4
"31514","114977","Buccan","Truck",50
"31515","114980","Buddina","Truck",17
"31516","114981","Buderim","Truck",103
"31517","114984","Bulgun","Truck",3
"31518","114995","Bundaberg East","Truck",11
"31519","114996","Bundaberg North","Truck",16
"31520","114997","Bundaberg South","Truck",7
"31521","114998","Bundaberg West","Truck",3
"31522","114999","Bundall","Truck",15
"31523","115000","Bundamba","Truck",35
"31524","115004","Bungadoo","Truck",4
"31525","115005","Bungalow","Truck",3
"31526","115006","Bungeworgorai","Truck",3
"31527","115008","Bungundarra","Truck",5
"31528","115011","Bunya","Truck",13
"31529","115014","Burbank","Truck",18
"31530","115015","Burdell","Truck",10
"31531","115019","Burleigh Heads","Truck",30
"31532","115020","Burleigh Waters","Truck",33
"31533","115023","Burnett Heads","Truck",11
"31534","115024","Burnside (Qld)","Truck",10
"31535","115025","Burpengary","Truck",128
"31536","115026","Burpengary East","Truck",92
"31537","115029","Burrum Heads","Truck",12
"31538","115033","Burua","Truck",5
"31539","115034","Bushland Beach","Truck",31
"31540","115042","Bymount","Truck",4
"31541","115044","Cabarlah","Truck",12
"31542","115045","Caboolture","Truck",163
"31543","115046","Caboolture South","Truck",17
"31544","115058","Calen","Truck",6
"31545","115060","Calico Creek","Truck",4
"31546","115065","Calliope (Qld)","Truck",16
"31547","115066","Caloundra","Truck",9
"31548","115067","Caloundra West","Truck",26
"31549","115070","Cambooya","Truck",13
"31550","115073","Cameby","Truck",3
"31551","115075","Camira (Qld)","Truck",54
"31552","115080","Camp Mountain","Truck",9
"31553","115088","Canina","Truck",3
"31554","115092","Cannon Creek (Scenic Rim - Qld)","Truck",3
"31555","115095","Cannon Valley","Truck",3
"31556","115098","Canungra","Truck",7
"31557","115099","Capalaba","Truck",111
"31558","115105","Capella","Truck",9
"31559","115108","Caravonica","Truck",13
"31560","115110","Carbrook","Truck",29
"31561","115112","Cardwell","Truck",6
"31562","115114","Carina Heights","Truck",26
"31563","115115","Carindale","Truck",47
"31564","115125","Carrara","Truck",38
"31565","115128","Carseldine","Truck",25
"31566","115130","Carters Ridge","Truck",3
"31567","115131","Cashmere","Truck",35
"31568","115132","Cassowary","Truck",4
"31569","115133","Castaways Beach","Truck",5
"31570","115139","Cawarral","Truck",5
"31571","115140","Cawdor (Qld)","Truck",9
"31572","115141","Cecil Plains","Truck",8
"31573","115142","Cedar Creek (Gold Coast - Qld)","Truck",15
"31574","115143","Cedar Creek (Moreton Bay - Qld)","Truck",6
"31575","115144","Cedar Grove","Truck",26
"31576","115145","Cedar Pocket","Truck",6
"31577","115146","Cedar Vale","Truck",39
"31578","115147","Cedarton","Truck",4
"31579","115149","Centenary Heights","Truck",13
"31580","115151","Chahpingah","Truck",3
"31581","115152","Chambers Flat","Truck",51
"31582","115154","Chandler (Qld)","Truck",13
"31583","115157","Charleville","Truck",24
"31584","115158","Charlton (Qld)","Truck",3
"31585","115160","Charters Towers City","Truck",7
"31586","115161","Chatsworth (Qld)","Truck",13
"31587","115169","Chermside West","Truck",30
"31588","115173","Chevallum","Truck",9
"31589","115174","Chewko","Truck",4
"31590","115175","Childers (Qld)","Truck",6
"31591","115176","Chillagoe","Truck",5
"31592","115177","Chinchilla","Truck",40
"31593","115183","Churchill (Qld)","Truck",7
"31594","115184","Chuwar","Truck",15
"31595","115185","Cinnabar","Truck",5
"31596","115186","Clagiraba","Truck",5
"31597","115190","Clare (Qld)","Truck",6
"31598","115191","Clarendon (Qld)","Truck",3
"31599","115194","Clear Island Waters","Truck",15
"31600","115195","Clear Mountain","Truck",9
"31601","115197","Clermont","Truck",13
"31602","115198","Cleveland (Qld)","Truck",72
"31603","115200","Clifton (Qld)","Truck",8
"31604","115201","Clifton Beach (Qld)","Truck",13
"31605","115204","Cloncurry","Truck",19
"31606","115205","Clontarf (Moreton Bay - Qld)","Truck",30
"31607","115208","Cloyna","Truck",4
"31608","115213","Coalfalls","Truck",4
"31609","115220","Coes Creek","Truck",9
"31610","115222","Colevale","Truck",3
"31611","115227","Collingwood Park (Qld)","Truck",28
"31612","115228","Collinsville (Qld)","Truck",7
"31613","115240","Condon","Truck",17
"31614","115249","Cooee Bay","Truck",3
"31615","115251","Cooktown","Truck",28
"31616","115255","Coolana","Truck",4
"31617","115256","Coolangatta (Qld)","Truck",12
"31618","115260","Cooloola Cove","Truck",9
"31619","115262","Coolum Beach","Truck",43
"31620","115264","Coomera","Truck",44
"31621","115267","Coominya","Truck",13
"31622","115276","Cooran","Truck",11
"31623","115278","Cooroibah","Truck",16
"31624","115281","Cooroy","Truck",18
"31625","115284","Coorumba","Truck",3
"31626","115286","Cootharaba","Truck",8
"31627","115292","Coral Cove","Truck",4
"31628","115293","Coral Sea","Truck",4
"31629","115295","Cordalba","Truck",4
"31630","115296","Cordelia","Truck",4
"31631","115303","Cornubia","Truck",50
"31632","115307","Cotswold Hills","Truck",8
"31633","115309","Coulson","Truck",5
"31634","115317","Craiglie","Truck",6
"31635","115318","Craignish","Truck",11
"31636","115319","Cranbrook (Qld)","Truck",18
"31637","115320","Cranley","Truck",10
"31638","115321","Crawford","Truck",5
"31639","115324","Cressbrook","Truck",3
"31640","115326","Crestmead","Truck",59
"31641","115332","Crossdale","Truck",3
"31642","115333","Crossroads","Truck",3
"31643","115336","Crows Nest (Qld)","Truck",3
"31644","115337","Croydon (Qld)","Truck",3
"31645","115338","Cryna","Truck",3
"31646","115339","Crystal Brook (Qld)","Truck",3
"31647","115342","Cullinane","Truck",4
"31648","115344","Cunnamulla","Truck",4
"31649","115346","Curra","Truck",11
"31650","115348","Currajong","Truck",9
"31651","115350","Currimundi","Truck",32
"31652","115351","Currumbin","Truck",8
"31653","115352","Currumbin Valley","Truck",9
"31654","115353","Currumbin Waters","Truck",29
"31655","115355","Cushnie","Truck",4
"31656","115360","D'Aguilar","Truck",20
"31657","115364","Daisy Hill (Qld)","Truck",31
"31658","115366","Dakabin","Truck",24
"31659","115367","Dakenba","Truck",4
"31660","115369","Dalby","Truck",95
"31661","115370","Dalcouth","Truck",3
"31662","115376","Dalveen","Truck",4
"31663","115381","Danbulla","Truck",4
"31664","115386","Darling Heights","Truck",10
"31665","115389","Darra","Truck",21
"31666","115393","Dayboro","Truck",18
"31667","115395","Deagon","Truck",20
"31668","115396","Deception Bay","Truck",113
"31669","115398","Deebing Heights","Truck",14
"31670","115401","Deeragun","Truck",25
"31671","115405","Delan","Truck",4
"31672","115406","Delaneys Creek","Truck",14
"31673","115407","Depot Hill","Truck",7
"31674","115411","Deuchar","Truck",8
"31675","115412","Devereux Creek","Truck",5
"31676","115415","Diamond Valley","Truck",6
"31677","115418","Dicky Beach","Truck",6
"31678","115420","Diddillibah","Truck",4
"31679","115422","Dimbulah","Truck",12
"31680","115423","Dingo","Truck",7
"31681","115426","Dinmore","Truck",3
"31682","115428","Dirranbandi","Truck",5
"31683","115433","Djarawong","Truck",5
"31684","115439","Donnybrook (Qld)","Truck",8
"31685","115440","Doolandella","Truck",11
"31686","115442","Doomadgee","Truck",4
"31687","115443","Doonan","Truck",14
"31688","115445","Dotswood","Truck",4
"31689","115453","Drayton","Truck",17
"31690","115454","Drewvale","Truck",15
"31691","115457","Drinan","Truck",4
"31692","115460","Duaringa","Truck",5
"31693","115464","Dugandan","Truck",8
"31694","115466","Dulacca","Truck",5
"31695","115468","Dululu","Truck",3
"31696","115474","Dundathu","Truck",6
"31697","115475","Dundowran","Truck",9
"31698","115476","Dundowran Beach","Truck",9
"31699","115479","Dunmora","Truck",3
"31700","115484","Durack (Qld)","Truck",17
"31701","115493","Dysart (Qld)","Truck",12
"31702","115495","Eagleby","Truck",55
"31703","115498","East Barron","Truck",5
"31704","115502","East Deep Creek","Truck",7
"31705","115505","East Greenmount","Truck",3
"31706","115507","East Innisfail","Truck",4
"31707","115509","East Mackay","Truck",12
"31708","115510","East Nanango","Truck",4
"31709","115513","East Toowoomba","Truck",8
"31710","115515","Eastern Heights","Truck",10
"31711","115517","Eatons Hill","Truck",31
"31712","115519","Ebenezer (Qld)","Truck",5
"31713","115520","Edens Landing","Truck",21
"31714","115522","Edmonton","Truck",43
"31715","115524","Eerwah Vale","Truck",5
"31716","115526","Eidsvold","Truck",5
"31717","115531","Eimeo","Truck",5
"31718","115535","Elanora","Truck",40
"31719","115541","Elimbah","Truck",65
"31720","115543","Ellen Grove","Truck",10
"31721","115548","Elliott (Qld)","Truck",4
"31722","115549","Elliott Heads","Truck",3
"31723","115553","Emerald (Qld)","Truck",54
"31724","115555","Emu Park","Truck",9
"31725","115561","Erakala","Truck",4
"31726","115563","Eromanga","Truck",6
"31727","115565","Esk (Qld)","Truck",5
"31728","115568","Etna Creek","Truck",6
"31729","115569","Eton","Truck",5
"31730","115570","Etty Bay","Truck",5
"31731","115571","Eubenangee","Truck",7
"31732","115572","Eudlo","Truck",8
"31733","115574","Euleilah","Truck",4
"31734","115577","Eumundi","Truck",12
"31735","115587","Euthulla","Truck",6
"31736","115601","Farleigh","Truck",11
"31737","115606","Fassifern Valley","Truck",3
"31738","115608","Felton","Truck",5
"31739","115610","Feluga","Truck",5
"31740","115612","Fernvale (Qld)","Truck",14
"31741","115616","Ficks Crossing","Truck",5
"31742","115620","Finch Hatton","Truck",7
"31743","115629","Flagstone Creek","Truck",3
"31744","115631","Flaxton","Truck",3
"31745","115635","Flinders View","Truck",25
"31746","115638","Flying Fish Point","Truck",4
"31747","115643","Forest Glen (Qld)","Truck",9
"31748","115644","Forest Hill (Qld)","Truck",8
"31749","115645","Forest Lake","Truck",60
"31750","115648","Forestdale","Truck",30
"31751","115664","Fredericksfield","Truck",6
"31752","115665","Freestone","Truck",3
"31753","115667","Frenchville","Truck",31
"31754","115668","Freshwater (Qld)","Truck",6
"31755","115674","Gailes","Truck",7
"31756","115680","Garbutt","Truck",11
"31757","115682","Gargett","Truck",6
"31758","115687","Gatton","Truck",31
"31759","115688","Gaven","Truck",34
"31760","115689","Gayndah","Truck",10
"31761","115692","Geham","Truck",6
"31762","115694","Georgetown (Qld)","Truck",8
"31763","115706","Gilston","Truck",9
"31764","115707","Gin Gin (Qld)","Truck",7
"31765","115717","Glamorgan Vale","Truck",4
"31766","115720","Glass House Mountains","Truck",52
"31767","115721","Glastonbury","Truck",4
"31768","115736","Glenaven","Truck",3
"31769","115737","Glenbar","Truck",6
"31770","115739","Glendale (Qld)","Truck",8
"31771","115741","Gleneagle","Truck",23
"31772","115742","Glenella","Truck",15
"31773","115746","Glenlee (Qld)","Truck",9
"31774","115751","Glenorchy (Qld)","Truck",3
"31775","115752","Glenore Grove","Truck",6
"31776","115756","Glenvale","Truck",49
"31777","115757","Glenview","Truck",16
"31778","115759","Godwin Beach","Truck",3
"31779","115761","Golden Beach (Qld)","Truck",23
"31780","115764","Goldsborough (Qld)","Truck",10
"31781","115765","Gooburrum","Truck",9
"31782","115769","Goodna","Truck",27
"31783","115773","Goolman","Truck",4
"31784","115776","Goomboorian","Truck",7
"31785","115777","Goombungee","Truck",7
"31786","115779","Goomeri","Truck",10
"31787","115784","Goondiwindi","Truck",37
"31788","115795","Gordonvale","Truck",38
"31789","115797","Gowrie Junction","Truck",13
"31790","115799","Gowrie Mountain","Truck",4
"31791","115801","Gracemere","Truck",70
"31792","115806","Grandchester","Truck",5
"31793","115810","Grantham","Truck",10
"31794","115811","Granville (Qld)","Truck",4
"31795","115814","Grasstree Beach","Truck",3
"31796","115819","Greenbank","Truck",149
"31797","115823","Greenmount (Toowoomba - Qld)","Truck",3
"31798","115824","Greens Creek (Qld)","Truck",3
"31799","115828","Greenvale (Qld)","Truck",7
"31800","115831","Gregors Creek","Truck",4
"31801","115834","Gregory River (Whitsunday - Qld)","Truck",6
"31802","115837","Griffin","Truck",33
"31803","115841","Grosmont","Truck",3
"31804","115843","Guanaba","Truck",8
"31805","115846","Gulliver","Truck",8
"31806","115849","Gumdale","Truck",17
"31807","115852","Gunalda","Truck",3
"31808","115863","Gympie","Truck",41
"31809","115864","Habana","Truck",12
"31810","115865","Haden","Truck",5
"31811","115866","Haigslea","Truck",8
"31812","115875","Hampden (Qld)","Truck",3
"31813","115878","Happy Valley (Qld)","Truck",3
